Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,47.506,81.115,74.805,52.947,192.898,141.097,105.611,8.744,43.166,172.454,130.804,124.017,158.747,132.838,110.897,21.454,180.997,99.635,132.602,168.424,183.974,44.038,121.965,197.752,164.369,148.994,173.968,103.008,130.944,147.825,71.194,194.346,129.243,99.071,104.663,133.788,127.012,50.116,176.06,88.375,45.646,153.295,164.186,94.484,110.022,117.54,174.776,199.043,201.359,0.0,0.0,
1951,49.412,91.522,73.0,51.977,201.139,128.026,94.061,8.533,45.561,185.841,128.233,120.911,154.326,135.579,97.608,31.235,172.535,101.964,123.466,157.568,181.424,47.907,119.36,202.492,168.004,162.062,167.43,101.187,143.888,139.065,75.364,195.006,126.352,100.21,114.767,129.103,109.369,51.036,182.587,83.268,57.226,158.428,152.058,97.067,125.529,118.345,164.654,206.169,197.497,0.0,-999.0,
1952,39.945,97.15,71.47,53.016,193.624,133.886,87.508,6.665,35.528,182.975,129.519,118.584,161.334,134.297,87.438,19.682,186.2,96.669,130.806,162.686,184.78,37.643,119.811,190.058,166.502,160.356,176.495,101.887,144.766,141.662,69.513,191.237,125.968,91.258,119.853,129.424,127.398,42.285,179.037,78.111,42.36,159.961,156.574,95.209,122.881,121.258,173.567,197.811,201.485,0.12,0.0,
1953,38.79,99.816,63.322,48.352,194.229,110.25,74.164,5.016,35.653,164.722,116.211,110.421,143.857,119.925,90.829,21.037,158.433,90.129,109.064,147.958,171.568,33.763,107.774,183.504,154.872,161.046,161.916,95.051,138.311,124.697,64.037,184.276,114.744,80.25,87.881,120.312,107.962,40.325,170.485,79.569,40.858,158.326,135.931,84.887,87.245,118.513,157.816,193.165,187.331,0.0,0.0,
1954,48.575,81.176,67.377,46.88,182.085,129.87,98.022,7.94,49.902,176.807,122.018,119.935,141.309,117.9,94.87,27.802,173.611,107.147,131.497,160.169,177.588,44.629,104.712,188.013,148.296,159.917,166.126,108.748,126.523,143.584,81.564,191.108,130.641,87.655,109.615,133.311,123.645,55.615,167.703,88.391,41.579,148.023,158.111,103.281,118.514,127.737,165.836,192.744,198.862,0.273,0.0,
1955,53.614,98.562,80.063,56.294,194.886,131.699,102.891,9.107,51.605,190.739,121.417,118.058,146.993,132.073,100.949,31.791,174.289,110.566,135.322,154.304,170.222,52.522,115.05,194.636,156.83,169.647,172.165,108.651,142.368,143.123,82.253,179.927,125.015,100.761,118.405,132.963,125.115,54.257,164.13,89.357,52.842,162.001,157.291,104.25,131.238,126.894,158.184,194.751,212.535,0.362,0.0,
1956,45.83,99.423,66.349,55.132,193.792,145.98,89.705,9.831,45.679,178.051,126.489,119.83,153.51,133.384,87.765,27.624,192.178,96.436,149.326,169.539,182.068,40.318,118.195,190.941,162.581,157.3,195.259,104.338,150.753,157.782,70.718,195.083,127.95,96.424,108.88,136.005,136.485,48.576,176.868,74.404,49.608,158.715,177.997,90.621,113.013,118.871,172.564,195.196,209.389,0.057,0.0,
1957,33.971,71.519,55.173,47.056,189.157,131.677,89.766,8.078,33.549,170.708,119.715,116.496,148.183,120.026,90.435,15.958,168.242,97.23,132.789,161.298,174.705,32.71,107.676,188.086,151.177,149.453,172.708,100.781,121.39,146.874,61.792,184.67,128.191,79.812,102.201,137.791,124.438,37.752,167.121,70.649,37.337,144.938,157.093,86.493,108.437,116.385,167.516,193.72,191.281,0.057,0.0,
1958,61.174,87.467,79.854,39.965,193.355,133.524,105.531,15.536,61.441,162.481,125.087,127.295,148.04,129.37,106.727,34.881,181.66,111.301,134.934,164.603,171.803,60.39,117.124,180.952,155.524,153.896,177.535,106.431,139.392,151.057,86.198,182.355,129.849,98.648,83.878,138.832,119.457,66.794,165.339,95.918,52.618,151.352,164.468,106.27,87.928,129.137,164.381,192.335,194.693,0.209,0.0,
1959,48.491,86.011,73.01,42.878,198.451,141.57,98.293,9.416,44.314,179.416,123.402,123.695,152.407,130.015,99.099,33.954,178.495,104.811,137.372,165.791,183.671,50.492,113.621,197.228,162.67,165.221,176.528,106.482,144.431,152.821,73.12,200.895,129.955,97.135,104.838,139.022,125.135,46.983,179.823,87.664,56.043,159.527,160.703,97.708,109.465,128.361,167.03,201.63,199.199,0.0,0.0,
