Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,1.146,0.006,1.283,0.662,0.0,0.417,0.333,1.337,0.74,0.0,0.464,0.791,0.455,0.485,0.508,1.772,0.511,0.433,0.483,0.185,0.165,1.323,0.696,0.001,0.236,0.021,0.627,0.53,0.047,0.113,0.617,0.043,0.117,1.094,0.495,0.562,0.0,0.658,0.072,0.351,0.509,0.0,0.092,0.324,0.209,0.14,0.299,0.0,0.705,3.459,0.887,
1951,1.555,0.17,0.618,0.39,0.131,0.083,0.0,1.461,0.443,0.0,0.589,0.12,0.378,0.929,0.424,1.053,0.62,0.233,0.061,0.088,0.212,2.014,0.454,0.014,0.164,0.001,0.27,0.49,0.018,0.184,0.423,0.102,0.034,0.682,0.146,0.0,0.0,0.256,0.115,0.776,0.474,0.0,0.072,0.207,0.407,0.02,0.27,0.0,0.852,3.736,-999.0,
1952,0.75,0.0,1.005,0.545,0.024,1.25,1.0,1.093,0.55,0.0,0.178,0.389,0.371,0.087,0.581,1.425,0.079,0.609,0.253,0.162,0.212,0.343,0.209,0.0,0.207,0.001,0.18,0.92,0.008,0.507,0.654,0.151,0.153,0.252,0.055,0.418,0.451,0.603,0.061,0.365,0.535,0.0,0.407,0.361,0.129,0.0,0.206,0.03,1.3,1.81,2.575,
1953,1.366,0.005,0.606,0.32,0.0,0.25,0.0,2.183,0.948,0.0,0.11,0.155,0.237,0.118,0.173,2.972,0.0,0.522,0.317,0.117,0.338,1.497,0.043,0.004,0.077,0.001,0.043,0.35,0.0,0.178,0.847,0.127,0.083,0.856,0.413,0.129,1.951,0.651,0.175,0.188,0.613,0.005,0.074,0.203,0.363,0.017,0.222,0.001,0.831,1.089,1.087,
1954,0.532,0.057,0.628,0.417,0.011,1.167,0.0,1.305,0.278,0.0,0.478,0.279,0.638,0.145,0.199,0.865,0.795,0.267,1.342,0.265,0.223,0.811,0.16,0.0,0.154,0.0,1.473,0.507,0.106,0.277,0.798,0.009,0.395,0.39,0.168,0.485,0.951,0.586,0.118,0.764,0.356,0.0,0.011,0.632,0.395,0.99,0.234,0.0,0.911,3.473,1.701,
1955,1.08,0.027,0.796,0.702,0.032,2.917,0.333,0.541,0.398,0.0,0.285,0.41,0.143,0.296,0.308,2.717,0.083,1.6,0.942,0.171,0.264,1.531,0.424,0.023,0.089,0.019,0.147,1.27,0.166,0.542,1.432,0.072,0.122,0.729,0.416,0.572,1.451,0.604,0.059,0.409,0.478,0.01,0.2,0.973,0.51,0.292,0.102,0.0,1.001,4.184,0.727,
1956,1.332,0.0,0.502,0.401,0.0,0.0,0.667,1.271,0.925,0.0,0.207,0.265,0.109,0.075,0.423,1.395,0.0,0.867,0.367,0.098,0.151,1.323,0.422,0.0,0.083,0.0,0.019,0.35,0.0,0.114,0.703,0.158,0.021,0.252,0.183,0.164,0.0,0.537,0.076,1.062,0.285,0.0,0.05,0.466,0.354,0.187,0.13,0.0,0.953,2.98,2.996,
1957,1.716,0.0,2.202,0.367,0.048,0.0,0.0,1.393,0.837,0.0,0.545,0.527,0.169,0.409,0.845,1.66,0.0,0.0,0.051,0.11,0.25,1.649,0.713,0.007,0.194,0.0,0.019,0.194,0.019,0.066,0.618,0.327,0.133,1.085,0.16,0.067,0.0,0.519,0.1,1.154,1.308,0.004,0.0,0.442,0.213,0.015,0.11,0.0,0.985,2.51,0.754,
1958,0.63,0.042,1.319,0.397,0.03,0.0,0.667,1.357,0.449,0.0,0.492,0.43,0.308,0.594,0.19,1.299,0.091,0.667,0.083,0.019,0.162,1.09,1.036,0.009,0.273,0.0,0.043,1.013,0.05,0.009,0.835,0.055,0.096,0.482,0.165,0.104,0.333,0.419,0.023,0.169,0.734,0.0,0.0,0.523,0.275,0.061,0.211,0.0,1.057,2.321,1.536,
1959,0.452,0.058,0.718,0.425,0.008,0.333,0.667,2.025,0.939,0.0,0.304,0.42,0.471,0.352,0.305,1.529,0.235,0.533,0.217,0.271,0.291,1.087,0.326,0.006,0.133,0.0,0.334,0.326,0.02,0.198,0.79,0.079,0.235,1.141,0.214,0.185,0.0,1.733,0.027,0.246,0.87,0.0,0.0,0.679,0.721,0.068,0.325,0.0,1.202,2.058,1.143,
1960,0.678,0.059,0.715,0.299,0.0,1.5,1.333,2.097,0.617,0.0,0.161,0.392,0.223,0.189,0.447,0.808,0.31,1.0,0.492,0.147,0.189,0.681,0.197,0.0,0.086,0.0,0.695,0.663,0.19,0.453,0.912,0.032,0.007,0.608,0.404,0.261,0.667,0.569,0.127,0.295,0.885,0.0,0.1,0.518,0.226,0.1,0.295,0.0,1.115,1.595,1.976,
1961,2.649,0.0,1.224,0.157,0.031,0.083,0.0,0.816,1.403,0.0,0.878,0.561,0.571,0.937,0.519,2.037,0.335,0.133,0.367,0.053,0.088,2.145,0.884,0.024,0.197,0.0,0.019,0.32,0.018,0.034,0.474,0.0,0.07,0.94,0.604,0.084,1.0,1.111,0.103,0.43,0.89,0.0,0.0,0.487,0.374,0.055,0.257,0.0,1.061,1.85,1.761,
1962,1.196,0.021,0.476,0.666,0.027,0.083,0.0,0.965,0.922,0.0,0.163,0.418,0.496,0.276,0.618,0.879,0.182,0.2,1.167,0.0,0.282,0.917,0.166,0.035,0.214,0.0,1.001,0.1,0.036,0.074,0.831,0.082,0.112,0.584,0.152,0.136,1.333,0.48,0.11,0.879,0.353,0.0,0.05,0.303,0.408,0.023,0.114,0.011,0.95,1.336,1.326,
