Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1950,38.539,3.526,63.771,64.775,25.908,7.363,6.187,106.917,0.0,
1951,35.377,4.418,60.639,70.067,26.124,11.752,9.974,114.942,0.0,
1952,29.032,1.263,45.138,63.384,29.156,14.619,6.239,102.472,0.0,
1953,23.239,1.225,39.271,36.721,8.425,7.076,2.735,102.547,0.0,
1954,35.1,2.174,38.793,41.196,16.348,5.684,3.779,111.7,0.0,
1955,47.123,3.159,60.83,77.651,34.57,13.837,6.319,118.9,0.0,
1956,36.17,1.507,49.496,56.423,28.389,9.75,7.507,125.08,0.0,
1957,31.96,2.305,44.603,51.173,26.692,8.367,6.376,90.146,0.0,
1958,50.644,6.984,55.985,53.296,13.172,6.177,10.262,99.947,0.0,
1959,39.514,3.166,52.151,53.797,16.388,6.397,7.417,112.547,0.0,
1960,48.132,5.85,67.017,67.515,28.735,14.292,13.85,100.413,0.0,
1961,41.08,4.697,44.46,45.726,16.518,8.834,8.07,117.46,0.0,
1962,45.151,6.017,56.864,53.174,22.115,11.891,9.783,101.181,0.0,
1963,53.319,8.619,65.282,50.943,21.751,10.226,13.283,100.319,0.0,
1964,36.154,2.364,46.042,56.294,26.007,13.319,4.774,115.146,0.0,
1965,39.55,3.379,50.161,59.632,18.43,10.473,5.929,107.507,0.0,
1966,42.275,5.837,56.872,61.897,15.515,12.218,11.397,120.375,0.0,
1967,39.542,2.926,49.928,52.91,16.744,11.185,4.708,103.681,0.0,
1968,49.265,6.168,52.712,55.846,19.236,11.053,8.288,109.033,0.0,
1969,47.261,3.411,58.967,69.545,26.975,9.185,6.832,98.973,0.0,
1970,50.923,6.748,57.716,58.234,20.25,8.036,6.196,100.688,0.0,
1971,41.947,5.136,55.226,64.702,24.844,13.995,8.416,119.08,0.0,
1972,43.536,3.184,59.218,63.391,28.59,12.796,10.724,127.144,0.0,
1973,33.627,5.092,44.319,49.967,19.449,13.195,9.191,109.21,0.0,
1974,38.084,2.399,45.753,44.956,18.657,12.95,7.34,112.174,0.0,
1975,37.497,1.916,56.439,67.643,25.253,12.544,6.383,116.5,0.0,
1976,47.01,3.868,54.342,45.569,18.559,8.096,6.082,100.407,0.0,
1977,53.724,9.557,62.948,53.976,26.597,7.37,7.152,100.747,0.0,
