Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1978,59.091,10.386,76.527,82.487,25.063,12.869,20.703,90.693,0.0,
1979,43.832,7.816,63.965,66.251,30.282,15.273,14.991,99.773,0.0,
1980,50.424,6.302,59.259,51.363,19.899,6.763,10.425,97.773,0.0,
1981,41.4,4.79,45.496,38.397,13.889,4.123,3.607,83.653,0.0,
1982,42.221,5.864,57.593,63.255,27.148,11.922,11.032,115.027,0.0,
1983,33.736,6.571,53.323,56.532,21.252,10.448,15.74,99.947,0.0,
1984,37.846,3.841,48.202,48.998,28.11,12.519,6.771,97.947,0.0,
1985,49.045,8.35,67.078,71.069,51.491,14.816,15.802,103.4,0.0,
1986,36.899,3.055,47.39,44.007,16.543,5.587,5.564,97.307,0.0,
1987,35.215,2.105,31.67,38.75,20.388,12.76,7.254,88.087,0.0,
1988,41.16,5.975,51.828,51.49,24.133,13.568,8.632,99.133,0.0,
1989,52.456,8.728,62.168,60.872,25.707,12.364,13.323,104.987,0.0,
1990,21.323,1.261,31.848,40.797,22.348,12.142,6.841,106.694,0.0,
1991,29.824,1.72,50.994,48.491,16.917,11.947,7.038,94.917,0.0,
1992,34.732,1.381,40.791,44.179,19.347,12.512,4.342,105.861,0.0,
1993,41.482,3.051,57.931,64.628,34.387,12.429,10.822,83.053,0.0,
1994,43.87,4.678,52.152,55.137,18.962,7.769,6.487,112.827,0.0,
1995,45.706,4.758,63.695,58.068,15.045,5.757,8.37,102.133,0.0,
1996,44.385,8.041,66.021,73.408,22.55,8.042,11.316,117.6,0.0,
1997,37.313,3.898,54.633,60.061,17.646,12.571,10.085,98.16,0.0,
1998,23.214,2.048,36.412,46.599,15.038,7.321,7.207,91.907,0.0,
1999,33.186,2.918,37.482,32.048,13.484,4.596,3.144,112.7,0.0,
2000,45.671,7.095,58.436,58.725,22.386,5.98,8.674,91.917,0.0,
2001,33.951,2.457,46.309,54.255,23.547,10.383,7.293,105.167,0.0,
2002,30.083,2.359,40.967,53.771,19.117,9.887,5.735,86.893,0.0,
2003,51.03,5.012,57.851,57.336,12.312,6.447,6.922,88.413,0.0,
2004,42.823,4.205,47.2,44.153,18.288,10.904,7.436,95.54,0.0,
2005,44.382,2.806,54.33,48.214,22.769,7.754,8.056,95.722,0.0,
2006,25.343,1.312,30.879,38.999,19.424,8.903,3.855,110.46,0.0,
2007,46.629,3.189,60.253,59.661,23.988,14.739,13.377,108.98,0.0,
2008,38.779,3.427,62.237,55.631,25.202,13.574,7.28,114.593,0.0,
2009,44.54,4.011,57.393,60.108,27.613,11.802,7.585,105.56,0.0,
2010,44.019,8.982,64.186,64.888,18.253,10.217,8.915,102.958,0.0,
2011,36.427,4.413,52.034,56.633,23.239,12.685,10.356,104.02,0.0,
2012,24.472,1.25,33.435,41.259,16.274,7.566,3.827,114.133,0.0,
2013,41.396,3.486,63.9,61.563,28.928,17.85,10.952,98.632,0.0,
2014,50.494,7.322,71.743,63.484,23.493,9.162,13.808,84.033,0.0,
2015,47.729,5.533,52.151,48.712,18.291,9.852,10.222,86.472,0.0,
2016,34.442,4.073,45.663,43.888,22.814,10.247,5.356,76.813,0.0,
2017,37.585,3.107,44.836,52.228,29.834,7.345,5.985,103.181,0.0,
2018,39.597,5.98,56.903,62.222,15.842,7.227,9.691,91.819,0.0,
2019,41.475,2.337,58.912,73.006,27.388,13.455,9.966,76.707,0.0,
2020,24.737,1.128,38.125,47.304,14.106,8.92,4.356,108.625,0.0,
