Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1925,13.561,96.887,32.86,33.637,26.72,45.033,101.39,0.0,-999.0,
1926,7.701,77.804,20.966,31.998,29.235,56.722,87.768,0.0,-999.0,
1927,6.615,69.748,17.421,19.789,23.173,49.817,86.712,0.0,-999.0,
1928,9.218,60.827,16.074,23.43,24.914,56.141,81.018,0.0,-999.0,
1929,12.506,66.212,19.135,34.508,25.491,55.473,86.03,0.0,-999.0,
1930,17.42,75.069,34.883,33.142,23.25,51.895,89.053,0.0,-999.0,
1931,19.052,82.418,42.404,50.195,31.086,65.974,101.526,0.0,-999.0,
1932,11.139,71.166,25.573,32.792,20.195,56.217,77.534,0.0,-999.0,
1933,17.483,80.567,41.121,48.096,24.922,62.253,105.393,0.0,-999.0,
1934,17.31,75.395,46.597,54.806,27.026,68.308,112.799,2.0,-999.0,
1935,11.477,65.491,26.34,38.607,24.307,56.942,79.675,0.0,-999.0,
1936,18.282,85.823,51.039,60.412,25.25,66.336,103.171,0.0,-999.0,
1937,14.561,73.573,34.416,45.701,23.274,60.868,105.607,3.0,-999.0,
1938,11.556,72.799,27.559,38.865,30.509,54.0,103.774,0.0,-999.0,
1939,14.783,77.4,32.269,48.73,30.39,62.772,113.915,0.0,-999.0,
1940,9.517,56.849,25.646,41.66,29.238,60.61,80.936,1.0,-999.0,
1941,18.5,85.241,34.102,35.011,21.509,40.801,74.715,0.0,-999.0,
1942,8.741,68.464,19.866,21.458,27.374,55.934,74.171,0.0,-999.0,
1943,14.422,82.263,26.556,33.369,19.563,59.565,91.538,0.0,-999.0,
1944,23.15,83.55,30.99,20.972,22.647,51.252,78.252,0.0,-999.0,
1945,11.776,65.809,17.502,24.292,25.634,56.921,83.064,0.0,-999.0,
1946,7.563,48.671,18.766,28.12,18.944,58.765,83.137,0.0,-999.0,
1947,10.661,65.499,32.173,34.611,15.569,59.297,89.368,0.0,-999.0,
1948,9.523,69.533,24.914,32.098,12.914,54.805,92.702,2.0,-999.0,
1949,19.306,59.648,25.498,32.401,20.0,50.425,74.983,0.0,-999.0,
1950,2.925,47.506,6.341,15.05,21.875,51.752,65.641,0.0,-999.0,
1951,5.328,77.324,10.636,15.382,22.167,54.709,81.53,0.0,-999.0,
1952,17.133,82.894,31.431,36.906,26.074,58.535,104.188,0.0,-999.0,
1953,19.861,84.191,36.512,32.701,18.819,57.717,106.457,0.0,-999.0,
1954,7.511,95.22,31.908,32.786,10.672,56.903,112.557,0.0,-999.0,
1955,20.994,70.384,37.474,42.432,22.488,56.083,103.474,2.0,-999.0,
1956,4.933,73.124,22.56,34.513,21.42,61.399,121.966,0.0,-999.0,
1957,11.078,60.552,18.745,26.062,13.753,51.346,75.876,0.0,-999.0,
1958,2.278,61.714,11.542,26.516,37.914,61.193,79.636,3.0,-999.0,
1959,15.594,62.466,25.189,39.316,21.871,61.753,85.978,0.0,-999.0,
1960,3.044,65.078,16.742,32.577,26.721,67.167,86.496,0.0,-999.0,
1961,6.132,49.937,14.734,36.643,33.273,60.442,72.338,0.0,-999.0,
1962,5.783,72.255,15.733,16.282,18.305,56.337,88.701,0.0,-999.0,
1963,10.0,63.81,20.791,32.708,19.565,53.145,109.761,0.0,-999.0,
1964,11.733,59.625,28.921,33.859,14.207,56.987,89.825,0.0,-999.0,
1965,8.15,52.31,12.762,16.23,19.414,42.101,80.906,0.0,-999.0,
1966,12.178,48.643,21.103,31.604,21.943,56.808,75.115,0.0,-999.0,
1967,3.133,34.978,8.696,25.101,40.051,55.091,70.474,2.0,-999.0,
1968,8.061,56.945,18.799,25.138,22.468,49.388,70.35,0.0,-999.0,
1969,6.639,59.462,14.943,27.833,22.218,57.814,79.868,4.0,-999.0,
1970,6.472,63.865,20.616,42.401,32.991,61.355,86.872,0.0,-999.0,
1971,5.05,48.982,18.218,30.687,28.259,56.947,79.97,0.0,-999.0,
1972,4.19,58.38,16.543,23.308,25.747,49.708,86.222,2.0,-999.0,
1973,9.672,54.331,17.612,31.335,28.428,52.925,74.393,0.0,-999.0,
1974,4.132,43.33,16.088,32.653,27.052,60.374,74.244,0.0,-999.0,
1975,7.357,53.713,21.486,29.686,17.638,48.846,77.461,1.0,-999.0,
1976,4.294,41.94,19.157,36.836,13.724,48.74,70.453,0.0,-999.0,
1977,8.701,73.221,20.807,24.13,26.986,55.795,87.722,1.0,-999.0,
1978,5.694,67.912,20.376,32.265,18.744,58.571,95.355,0.0,-999.0,
1979,5.262,43.902,10.166,24.596,21.792,59.695,80.034,0.0,-999.0,
1980,10.55,84.21,29.261,38.418,12.799,54.449,104.273,0.0,-999.0,
1981,4.922,63.387,10.509,25.318,25.583,59.324,77.902,0.0,-999.0,
1982,4.994,53.228,9.609,21.165,19.46,44.413,79.201,0.0,-999.0,
1983,17.086,64.964,35.656,42.626,14.825,50.472,86.171,1.0,-999.0,
1984,6.816,51.804,17.41,30.281,20.549,55.798,92.636,0.0,-999.0,
1985,4.241,57.118,12.054,25.707,26.062,55.022,79.982,0.0,-999.0,
1986,5.889,72.623,15.081,21.045,28.793,49.538,77.201,2.0,-999.0,
1987,12.378,64.986,26.491,29.292,28.028,49.267,73.056,1.0,-999.0,
1988,24.2,63.448,40.859,45.808,28.94,61.49,88.038,0.0,-999.0,
1989,5.724,46.286,14.053,27.972,14.552,54.716,75.526,0.0,-999.0,
1990,4.461,69.371,13.655,31.241,30.532,54.612,85.346,1.0,-999.0,
1991,13.914,56.398,23.624,29.976,22.905,52.768,81.487,1.0,-999.0,
1992,2.156,35.226,4.133,10.068,28.985,50.766,56.14,1.0,-999.0,
1993,13.224,66.791,10.48,7.601,11.753,47.098,73.363,1.0,-999.0,
1994,7.456,36.921,11.67,21.646,28.701,63.84,79.269,0.0,-999.0,
1995,13.186,60.208,21.211,25.813,18.178,53.872,76.607,0.0,-999.0,
1996,2.543,45.245,10.227,17.535,27.11,64.245,74.047,0.0,-999.0,
1997,6.315,49.396,12.297,20.036,16.839,52.248,74.868,0.0,-999.0,
1998,5.407,76.114,15.617,27.152,32.024,52.469,100.193,0.0,-999.0,
1999,17.352,61.946,21.083,21.432,20.851,48.497,81.197,1.0,-999.0,
2000,2.333,60.741,11.363,33.53,20.607,66.256,98.056,0.0,-999.0,
2001,10.56,42.848,18.159,32.495,24.643,65.362,80.447,0.0,-999.0,
2002,20.625,62.657,25.782,36.27,23.568,65.069,86.504,0.0,-999.0,
2003,4.345,37.89,13.242,32.412,35.769,66.0,74.761,0.0,-999.0,
2004,1.592,38.992,3.96,16.607,28.268,53.085,60.158,1.0,-999.0,
2005,14.454,63.542,24.72,30.3,23.872,50.377,90.188,0.0,-999.0,
2006,8.368,65.208,17.756,34.308,31.855,54.941,97.235,0.0,-999.0,
2007,11.362,65.885,20.21,31.336,25.143,60.428,61.486,0.0,-999.0,
2008,6.506,51.369,6.481,15.536,24.429,58.412,72.468,0.0,-999.0,
2009,3.306,43.546,6.127,12.997,28.333,56.667,73.583,1.0,-999.0,
2010,14.402,82.269,18.441,20.971,17.853,56.01,86.023,1.0,-999.0,
2011,10.3,77.125,23.072,23.961,20.469,56.118,110.269,0.0,-999.0,
2012,11.706,59.133,34.698,45.298,24.161,70.799,99.513,0.0,-999.0,
2013,7.477,42.402,13.979,23.619,29.33,57.77,83.013,2.0,-999.0,
2014,2.385,44.097,5.928,14.381,27.933,57.53,77.189,0.0,-999.0,
2015,6.344,57.957,9.169,23.466,32.54,59.877,81.509,0.0,-999.0,
2016,13.483,71.212,16.015,24.745,24.637,60.017,80.615,0.0,-999.0,
2017,4.822,44.13,12.729,27.921,33.988,66.223,74.053,1.0,-999.0,
2018,11.036,65.446,21.368,23.295,25.699,65.936,90.698,1.0,-999.0,
2019,7.056,72.495,12.303,13.687,17.543,59.369,82.487,0.0,-999.0,
2020,12.207,50.8,15.612,28.81,25.282,79.43,86.579,0.0,-999.0,
