Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.0,0.212,0.195,0.163,12.335,3.0,-999.0,0.0,0.0,4.672,8.358,5.492,21.32,3.071,2.556,0.0,28.913,-999.0,3.469,15.849,42.957,0.0,3.835,18.016,14.445,0.548,19.869,2.345,-999.0,13.763,0.597,61.074,7.33,-999.0,1.07,5.628,1.0,0.0,27.718,0.268,0.0,1.681,33.684,2.435,1.642,2.887,27.978,12.702,-999.0,-999.0,-999.0,
1901,0.001,0.846,0.464,0.245,14.674,3.0,-999.0,0.0,0.0,2.526,13.227,10.056,19.86,7.916,4.487,0.001,25.025,-999.0,6.119,17.331,43.033,0.0,6.98,21.919,17.412,6.455,16.32,1.199,-999.0,16.154,0.459,53.792,8.78,-999.0,1.243,9.075,2.0,0.0,26.869,1.51,0.569,4.885,32.257,1.095,0.997,2.728,30.908,12.421,-999.0,-999.0,-999.0,
1902,0.001,0.846,0.177,0.265,15.652,4.0,-999.0,0.0,0.0,8.787,12.053,5.603,24.155,7.692,0.028,0.0,25.273,-999.0,5.323,10.721,41.268,0.0,6.985,20.217,18.342,4.221,17.743,0.839,1.192,13.024,0.066,46.867,5.569,-999.0,2.051,4.336,3.0,0.0,29.36,0.0,0.016,5.26,30.8,0.331,2.678,1.594,25.112,11.411,-999.0,-999.0,-999.0,
1903,0.001,2.245,0.772,0.398,17.191,8.0,-999.0,0.0,0.0,8.258,11.817,9.388,19.631,4.631,2.524,0.0,30.016,-999.0,8.57,13.024,49.763,0.0,4.863,19.455,12.669,11.065,18.282,4.143,1.192,14.005,0.145,57.702,8.101,0.794,1.247,5.549,6.0,0.0,31.586,0.536,0.087,11.827,24.547,2.565,1.301,3.186,28.56,23.23,-999.0,-999.0,-999.0,
1904,0.001,0.905,0.197,0.183,10.909,11.0,-999.0,0.0,0.0,3.941,14.541,11.333,29.949,4.023,0.148,0.0,46.929,22.0,19.748,30.339,49.853,0.0,5.56,27.282,17.051,2.291,38.72,8.092,1.192,29.003,0.126,63.361,13.456,0.794,0.855,16.083,10.0,0.0,35.032,0.014,0.016,5.778,48.994,4.63,0.783,4.381,37.327,14.258,-999.0,-999.0,-999.0,
1905,0.83,1.094,1.231,0.203,19.57,9.0,-999.0,0.0,0.125,7.064,17.48,10.56,30.737,15.634,4.095,0.284,41.482,12.0,9.186,19.939,44.879,0.488,14.006,25.514,24.191,9.587,26.647,6.259,3.441,20.227,0.235,54.138,12.592,8.21,1.508,11.531,2.0,0.0,32.893,1.943,0.263,6.332,34.893,4.401,2.09,8.074,34.659,29.371,87.0,-999.0,-999.0,
1906,0.001,0.909,0.16,0.179,9.428,5.0,-999.0,0.0,0.001,5.467,3.889,4.296,13.673,1.758,1.161,0.001,34.215,8.0,6.697,12.828,40.011,0.0,3.323,22.512,11.655,6.508,18.552,2.105,0.884,15.803,0.048,64.559,6.887,0.0,1.529,6.603,3.0,0.0,25.314,0.102,0.02,3.684,27.819,0.413,1.283,3.747,22.086,22.139,122.0,-999.0,-999.0,
1907,0.001,1.092,0.093,0.178,6.66,12.0,-999.0,0.0,0.001,6.199,3.65,1.221,13.663,2.544,1.584,0.0,34.308,10.0,16.302,14.435,37.362,0.0,1.884,28.351,12.002,3.525,21.688,5.301,0.193,19.747,0.052,55.691,5.808,-999.0,2.089,7.431,9.0,0.0,28.955,0.058,0.03,2.078,30.733,1.802,3.815,4.753,19.815,11.874,106.0,-999.0,-999.0,
1908,0.001,1.492,0.111,0.245,11.291,6.0,-999.0,0.0,0.001,4.229,2.392,0.983,9.17,1.22,0.017,0.0,31.841,8.0,9.624,13.284,28.31,0.0,0.882,16.436,5.47,5.822,20.463,2.019,0.739,16.033,0.064,43.083,1.601,0.0,1.148,4.556,5.0,0.0,16.679,0.011,0.033,5.173,33.646,1.651,1.262,2.767,13.345,17.708,120.0,-999.0,-999.0,
1909,0.061,0.521,0.166,0.187,19.408,4.0,-999.0,0.0,0.0,8.362,12.892,4.935,25.029,9.531,1.63,0.0,29.512,3.0,6.257,8.65,43.215,0.0,7.508,35.482,26.91,2.092,14.891,1.23,3.801,10.705,0.072,55.813,3.57,1.618,3.427,1.825,1.0,0.0,38.649,0.144,0.261,10.133,14.657,1.241,5.658,1.209,26.413,34.35,118.0,-999.0,-999.0,
1910,0.0,0.974,1.033,0.384,12.227,2.0,-999.0,0.0,0.0,8.062,7.52,4.139,19.57,3.494,1.918,0.0,31.878,7.0,9.081,11.699,38.182,0.0,3.209,21.668,12.646,12.521,23.148,3.343,1.709,17.497,0.061,51.409,6.264,0.008,1.646,7.455,5.0,0.0,30.572,1.116,0.101,5.048,28.006,2.078,1.626,3.252,26.457,11.641,128.0,-999.0,-999.0,
1911,0.0,1.47,0.275,0.457,18.772,0.0,-999.0,0.0,0.0,6.568,3.58,0.932,13.886,6.114,0.703,0.0,34.471,4.0,1.37,7.042,42.952,0.199,2.775,29.342,13.803,9.583,13.612,0.764,3.987,11.896,0.011,66.576,0.951,2.516,1.284,0.965,0.0,0.0,28.939,0.477,0.164,6.128,22.852,0.331,2.007,0.457,18.316,20.353,128.0,-999.0,-999.0,
1912,0.001,0.695,1.977,0.221,18.579,6.0,-999.0,0.0,0.0,7.047,19.937,15.192,34.801,11.707,6.211,0.001,35.861,17.0,13.994,34.201,56.084,0.249,12.008,26.084,24.92,5.036,27.723,4.926,2.833,23.054,0.302,63.306,17.579,3.976,1.417,15.588,9.0,0.0,37.648,1.657,0.499,8.72,27.819,5.467,2.602,12.627,44.838,24.86,106.0,-999.0,-999.0,
1913,0.001,3.29,0.101,0.367,21.975,2.0,-999.0,0.0,0.0,11.583,5.875,3.43,20.17,7.155,0.017,0.0,19.601,2.0,2.53,10.605,42.998,0.0,2.556,34.791,21.626,4.888,9.594,0.569,5.219,8.131,0.02,62.911,2.439,1.692,1.544,1.342,1.0,0.0,36.87,0.03,0.101,9.69,11.31,0.456,3.133,0.549,26.531,28.283,143.0,-999.0,-999.0,
1914,0.001,1.088,0.529,0.297,15.991,7.0,-999.0,0.0,0.0,9.752,11.112,8.531,24.389,7.041,2.359,0.0,40.897,17.0,15.725,17.937,50.135,0.0,5.107,24.815,18.819,8.395,30.07,6.564,0.487,25.165,0.039,65.162,10.203,0.008,1.65,14.842,10.0,0.0,36.079,0.978,0.142,5.187,35.438,4.102,1.997,10.291,32.17,21.907,101.0,-999.0,-999.0,
