Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,10.036,29.319,28.477,21.384,14.072,0.0,-999.0,26.357,18.999,13.305,12.821,6.977,7.226,35.112,18.32,22.269,2.061,-999.0,2.116,3.383,2.607,20.534,18.623,10.831,19.868,14.13,2.905,9.258,-999.0,1.312,26.662,8.424,6.552,-999.0,3.616,3.686,2.0,28.096,14.218,5.96,43.696,35.094,2.095,17.101,7.156,14.68,5.216,2.839,-999.0,-999.0,-999.0,
1901,27.395,36.814,61.003,26.187,20.309,1.0,-999.0,10.709,13.711,15.806,29.847,27.037,28.337,54.305,29.86,38.247,4.172,-999.0,2.138,4.857,9.444,39.176,49.153,8.094,33.77,16.472,3.539,5.603,-999.0,0.972,7.31,4.697,9.123,-999.0,7.781,0.794,0.0,8.432,20.965,21.505,63.743,39.118,1.045,4.221,7.232,3.642,13.2,2.934,-999.0,-999.0,-999.0,
1902,49.533,24.602,31.074,21.797,17.848,0.0,-999.0,22.771,44.302,15.66,4.016,6.327,1.032,24.627,23.196,49.209,0.0,-999.0,0.038,0.267,0.707,45.082,7.214,3.365,8.074,22.167,0.024,1.002,66.609,0.365,15.807,2.077,2.141,-999.0,7.152,0.25,0.0,25.467,4.537,17.36,62.643,31.04,0.0,7.067,6.321,0.776,0.743,1.162,-999.0,-999.0,-999.0,
1903,20.489,24.763,18.546,27.869,13.577,0.0,-999.0,13.303,14.955,8.832,6.039,7.844,2.198,21.505,10.946,26.276,0.0,-999.0,0.84,0.112,0.372,19.977,7.086,3.272,4.814,24.73,0.378,2.128,54.759,0.362,9.327,2.691,3.597,33.388,3.795,0.159,0.0,14.619,5.104,7.576,33.655,28.925,0.0,3.157,6.978,1.419,0.103,1.162,-999.0,-999.0,-999.0,
1904,25.858,24.817,14.299,34.394,6.626,0.0,-999.0,14.14,25.205,10.812,1.272,1.664,1.081,12.252,6.437,20.199,0.0,0.0,0.162,0.667,0.513,22.433,1.704,3.665,4.693,24.097,0.024,1.251,42.251,0.323,7.152,1.857,0.789,32.348,8.004,0.057,0.0,10.612,5.412,5.022,44.465,25.084,0.0,2.233,10.443,1.093,0.559,2.839,-999.0,-999.0,-999.0,
1905,18.29,32.117,15.559,31.942,13.109,0.0,-999.0,13.265,24.02,14.306,3.436,2.203,3.96,23.762,6.281,39.825,0.0,0.0,0.038,0.193,1.534,20.603,2.727,4.52,7.912,17.208,0.684,2.635,31.802,0.655,6.919,2.582,1.067,40.667,8.048,0.628,0.0,8.72,5.751,3.105,53.234,32.144,0.0,2.326,9.057,2.062,1.544,1.162,0.0,-999.0,-999.0,
1906,11.432,20.263,17.916,38.506,8.788,0.0,-999.0,10.972,19.226,11.214,5.807,3.92,3.079,13.355,4.51,42.636,0.0,0.0,0.162,0.53,1.043,28.252,5.195,6.921,10.463,29.671,0.662,1.858,26.615,0.515,5.902,8.63,1.143,18.828,10.853,0.274,0.0,7.093,7.524,6.123,42.086,22.968,1.057,2.725,12.583,0.488,1.059,1.162,0.0,-999.0,-999.0,
1907,20.227,16.846,38.703,19.035,11.311,0.0,-999.0,18.955,25.95,6.596,2.979,3.49,1.859,27.905,9.061,41.196,0.0,0.0,1.45,0.406,0.523,34.277,12.858,2.322,15.067,10.635,1.039,0.338,38.868,0.777,7.651,2.042,0.307,-999.0,4.202,0.041,0.0,13.549,4.585,14.762,62.324,20.133,1.057,1.569,7.529,0.488,0.419,1.457,0.0,-999.0,-999.0,
1908,26.509,17.287,17.654,31.741,10.679,0.0,-999.0,19.303,24.523,14.246,9.591,13.561,2.951,20.288,11.218,21.91,2.232,0.0,2.025,1.425,2.125,24.895,8.292,7.899,11.217,27.239,2.054,2.418,28.788,1.894,7.618,4.502,5.083,42.747,9.925,0.497,0.0,7.864,7.405,9.813,46.773,21.649,1.057,4.855,10.484,4.171,2.381,1.162,0.0,-999.0,-999.0,
1909,14.76,26.16,47.83,29.133,13.266,0.0,-999.0,14.919,12.144,11.903,8.059,3.252,4.703,28.466,11.72,42.758,2.01,0.0,0.99,0.701,1.049,37.894,19.447,4.728,15.818,25.985,0.684,2.783,35.163,0.617,4.533,2.159,0.312,82.266,3.188,0.4,0.0,4.382,7.851,10.812,72.494,23.103,5.291,5.192,4.78,1.068,2.545,1.457,0.0,-999.0,-999.0,
