Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,42.068,4.147,47.911,45.498,7.382,4.797,8.972,-999.0,-999.0,
1901,53.765,5.973,52.1,48.021,11.706,9.682,15.389,-999.0,-999.0,
1902,46.784,5.239,50.872,52.235,14.682,9.971,14.518,-999.0,-999.0,
1903,45.92,3.352,53.968,53.117,15.511,13.495,7.935,-999.0,-999.0,
1904,69.462,3.854,62.017,50.886,9.281,6.338,9.016,-999.0,-999.0,
1905,47.469,7.225,52.186,51.684,15.29,12.432,16.578,97.0,-999.0,
1906,36.626,2.909,45.969,54.121,15.519,12.302,9.274,135.0,-999.0,
1907,39.632,2.584,39.993,48.19,18.207,5.73,8.649,130.0,-999.0,
1908,37.46,1.44,38.876,45.029,11.49,8.023,3.064,156.0,-999.0,
1909,37.075,4.704,50.909,60.403,20.796,14.573,16.824,140.0,-999.0,
1910,41.7,3.148,51.779,49.943,19.277,12.052,7.285,113.0,-999.0,
1911,32.5,1.953,38.922,52.933,15.988,12.86,10.706,134.0,-999.0,
1912,50.293,5.561,61.556,55.962,12.12,10.24,15.15,132.0,-999.0,
1913,27.94,1.475,44.503,54.014,23.641,14.406,15.689,156.0,-999.0,
1914,51.961,4.635,53.601,51.689,14.685,10.174,11.061,153.0,-999.0,
1915,34.322,1.601,44.585,56.832,14.577,10.276,7.778,151.0,-999.0,
1916,51.948,4.157,56.398,65.008,32.685,14.816,16.171,142.0,-999.0,
1917,51.718,8.853,58.449,62.495,16.224,14.457,12.15,147.0,-999.0,
1918,44.744,7.477,47.071,49.132,14.635,12.867,17.126,156.0,-999.0,
1919,32.483,2.739,44.794,60.515,23.167,11.918,12.077,163.0,-999.0,
1920,47.732,3.317,54.357,53.752,12.295,10.278,9.376,155.0,-999.0,
1921,27.03,0.78,33.94,42.819,14.946,5.503,4.481,146.0,-999.0,
1922,37.569,1.891,43.141,58.179,31.372,13.37,9.027,151.0,-999.0,
1923,40.889,1.394,38.774,41.301,13.336,9.663,3.635,140.0,-999.0,
1924,44.456,4.434,56.785,58.142,21.976,14.663,15.432,161.0,-999.0,
1925,31.994,2.233,48.926,47.593,5.899,8.112,9.311,143.0,-999.0,
1926,47.098,2.107,52.802,45.673,13.634,8.37,6.908,120.0,-999.0,
1927,32.029,2.002,42.015,55.854,17.589,7.42,9.324,168.0,-999.0,
1928,31.931,3.05,34.288,36.223,15.739,8.657,4.005,142.0,-999.0,
1929,42.431,4.423,60.117,64.78,25.922,11.204,15.44,145.0,-999.0,
1930,37.328,3.411,47.386,49.967,29.563,15.67,13.465,152.0,-999.0,
1931,23.839,0.49,19.252,32.942,16.664,11.618,3.034,148.0,-999.0,
1932,28.806,3.509,46.563,65.514,24.42,17.788,15.132,121.0,-999.0,
1933,27.717,1.851,34.859,42.668,14.218,10.127,5.0,160.0,-999.0,
1934,44.414,3.145,45.716,36.389,4.629,2.423,4.88,125.0,-999.0,
1935,43.144,5.154,48.283,46.655,18.851,5.461,5.547,144.0,-999.0,
1936,43.678,5.926,58.83,71.131,23.205,8.529,13.645,140.0,-999.0,
1937,29.4,2.519,57.774,72.453,26.327,16.587,16.577,133.0,-999.0,
1938,34.194,1.454,41.074,46.598,10.955,6.231,5.09,135.0,-999.0,
1939,35.583,0.601,37.838,41.327,8.372,10.275,5.521,165.0,-999.0,
1940,49.506,7.367,61.151,64.878,12.824,9.567,17.701,137.0,-999.0,
1941,41.917,1.215,45.498,49.114,7.768,6.971,7.39,142.0,-999.0,
1942,40.54,4.981,47.667,49.637,17.537,9.875,10.189,145.0,-999.0,
1943,44.511,3.345,47.391,45.082,18.675,4.73,7.855,129.0,-999.0,
1944,38.367,1.916,43.045,53.311,18.569,9.548,7.282,135.0,-999.0,
1945,47.994,2.946,54.109,52.789,14.036,8.365,9.316,146.0,-999.0,
1946,31.764,0.908,32.981,35.715,8.747,6.05,2.786,149.0,-999.0,
1947,41.05,3.173,51.567,56.949,11.454,9.561,11.994,141.0,-999.0,
1948,45.391,5.743,54.429,64.915,18.414,12.712,17.754,167.0,-999.0,
1949,24.733,1.314,41.502,63.064,27.489,19.49,14.231,137.0,-999.0,
1950,35.897,3.218,59.296,64.686,21.152,9.288,8.462,148.0,-999.0,
1951,33.144,4.305,57.411,67.171,17.818,12.26,13.179,155.0,-999.0,
1952,26.128,1.011,42.238,59.555,18.866,14.598,8.863,140.0,-999.0,
1953,21.144,1.114,36.532,35.953,2.612,6.019,3.944,143.0,-999.0,
1954,32.883,1.974,36.643,38.05,10.733,5.51,5.724,149.0,-999.0,
1955,45.694,2.679,56.19,73.346,24.423,15.235,9.662,167.0,-999.0,
1956,33.139,1.327,45.994,52.027,22.201,10.16,10.406,159.0,-999.0,
1957,29.567,1.969,40.775,45.678,21.21,8.324,8.829,136.0,-999.0,
1958,49.294,6.334,54.325,52.992,7.371,6.153,15.228,154.0,-999.0,
1959,36.828,2.679,49.049,51.047,12.023,5.275,10.215,168.0,-999.0,
1960,46.383,5.112,65.474,67.887,22.23,13.538,19.189,156.0,-999.0,
1961,38.27,4.225,42.381,44.726,11.161,6.788,11.228,177.0,-999.0,
1962,43.422,5.543,54.54,53.279,15.529,12.135,12.962,151.0,-999.0,
1963,51.189,8.739,63.17,50.05,16.717,10.274,17.838,163.0,-999.0,
1964,34.056,2.264,43.159,49.63,14.744,11.292,6.709,158.0,-999.0,
1965,35.544,3.027,48.368,56.007,12.092,9.642,8.667,152.0,-999.0,
1966,41.394,5.263,54.934,59.005,7.905,12.462,15.338,158.0,-999.0,
1967,37.989,2.578,46.394,47.965,8.458,11.198,6.701,151.0,-999.0,
1968,48.217,5.355,50.954,52.0,12.014,10.26,11.56,144.0,-999.0,
1969,46.606,2.741,55.879,68.363,21.118,7.783,10.06,133.0,-999.0,
1970,50.939,6.44,54.369,55.095,13.451,6.981,8.568,143.0,-999.0,
1971,37.444,4.647,52.011,62.58,14.721,13.094,11.051,169.0,-999.0,
1972,41.431,2.873,55.268,61.843,22.376,12.887,14.303,164.0,-999.0,
1973,30.078,4.667,42.423,48.075,12.115,12.679,11.372,155.0,-999.0,
1974,35.506,2.186,43.303,43.267,12.391,12.906,9.697,100.0,-999.0,
1975,33.774,1.74,53.363,65.085,17.397,12.01,8.965,145.0,-999.0,
1976,45.206,3.676,50.395,43.684,13.557,7.904,7.825,134.0,-999.0,
1977,52.517,9.02,60.86,52.447,23.279,6.26,10.12,148.0,-999.0,
1978,58.45,10.536,73.845,81.405,18.19,13.029,27.18,133.0,-999.0,
1979,42.75,7.496,61.043,63.534,24.586,15.123,19.803,147.0,-999.0,
1980,48.5,5.733,55.094,50.366,16.954,6.644,13.44,127.0,-999.0,
1981,39.772,4.256,42.938,37.121,10.121,3.837,5.111,118.0,-999.0,
1982,40.25,5.779,54.507,60.498,20.147,11.144,14.444,157.0,-999.0,
1983,30.511,6.402,51.831,56.93,16.106,9.066,19.18,154.0,-999.0,
1984,36.397,3.521,45.616,43.895,19.273,12.788,8.991,133.0,-999.0,
1985,49.864,8.229,65.091,66.675,45.884,16.356,20.802,146.0,-999.0,
1986,35.856,2.67,44.608,40.409,13.552,5.106,6.966,147.0,-999.0,
1987,32.589,1.802,29.06,34.994,14.417,10.79,8.226,128.0,-999.0,
1988,40.15,5.849,49.386,48.851,17.397,11.843,10.538,153.0,-999.0,
1989,52.046,9.145,58.591,58.529,20.675,13.363,16.175,152.0,-999.0,
1990,18.894,1.238,28.405,37.541,15.615,11.481,8.513,147.0,-999.0,
1991,28.925,1.633,48.223,46.378,11.562,10.559,9.816,149.0,-999.0,
1992,33.778,1.29,37.414,41.602,11.723,11.25,5.592,169.0,-999.0,
1993,39.948,2.765,55.925,63.59,29.175,12.441,15.218,144.0,-999.0,
1994,43.572,4.607,49.424,55.027,12.69,7.333,8.799,167.0,-999.0,
1995,44.814,4.575,60.716,59.807,12.063,5.327,11.662,154.0,-999.0,
1996,43.469,7.995,62.995,73.042,16.509,8.057,14.598,164.0,-999.0,
1997,32.476,3.998,51.807,58.881,11.723,11.538,12.624,164.0,-999.0,
1998,19.025,2.209,33.319,46.021,9.982,6.425,10.268,141.0,-999.0,
1999,31.037,2.98,35.45,30.489,7.125,3.5,4.073,164.0,-999.0,
2000,45.22,7.334,55.908,55.766,17.357,5.615,11.295,140.0,-999.0,
2001,31.482,2.528,43.867,52.305,15.661,10.349,8.785,154.0,-999.0,
2002,27.083,2.561,36.924,48.162,11.357,10.019,7.628,135.0,-999.0,
2003,51.929,4.785,55.805,55.375,8.442,5.849,9.709,147.0,-999.0,
2004,40.069,4.257,44.086,42.192,12.06,11.509,10.342,153.0,-999.0,
2005,43.023,2.572,50.347,48.607,18.391,9.23,11.162,146.0,-999.0,
2006,23.948,1.428,26.818,35.349,13.21,9.583,5.094,149.0,-999.0,
2007,45.299,3.191,57.793,60.096,19.518,14.971,18.338,164.0,-999.0,
2008,38.028,3.294,59.739,54.603,18.638,13.122,11.523,167.0,-999.0,
2009,45.739,3.841,54.452,60.138,21.364,11.548,11.417,152.0,-999.0,
2010,47.402,8.864,63.116,65.603,11.296,9.07,12.491,140.0,-999.0,
2011,36.794,4.401,49.098,53.654,13.546,12.196,13.607,151.0,-999.0,
2012,22.767,1.249,31.4,39.05,9.446,7.112,5.491,170.0,-999.0,
2013,43.098,3.557,61.232,60.792,19.913,19.25,14.794,156.0,-999.0,
2014,51.989,8.028,69.039,62.929,20.231,8.73,18.447,147.0,-999.0,
2015,49.067,6.11,50.922,47.635,12.685,10.61,13.868,131.0,-999.0,
2016,33.167,3.916,44.345,41.742,16.31,10.812,8.017,139.0,-999.0,
2017,37.994,3.083,42.73,49.814,24.802,8.875,8.333,152.0,-999.0,
2018,40.685,6.209,55.358,61.929,10.263,8.638,13.653,147.0,-999.0,
2019,41.767,2.366,57.904,72.793,20.87,13.66,14.557,128.0,-999.0,
2020,24.713,1.309,39.984,47.049,9.562,9.867,6.144,159.0,-999.0,
2021,34.086,3.814,43.298,42.03,13.564,7.156,11.811,166.0,-999.0,
