Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,0.0,0.585,0.102,0.291,0.0,0.031,0.306,-999.0,-999.0,
1901,0.056,0.379,0.133,0.121,0.0,0.0,0.361,-999.0,-999.0,
1902,0.0,0.636,0.01,0.0,0.0,0.129,0.393,-999.0,-999.0,
1903,0.037,0.292,0.029,0.022,0.0,0.0,1.435,-999.0,-999.0,
1904,0.077,0.077,0.013,0.0,0.0,0.15,0.403,-999.0,-999.0,
1905,0.185,0.183,0.064,0.013,0.0,0.047,0.559,0.0,-999.0,
1906,0.069,0.105,0.009,0.0,0.231,0.023,1.016,0.0,-999.0,
1907,0.0,0.257,0.097,0.026,0.0,0.0,0.793,0.0,-999.0,
1908,0.259,0.104,0.038,0.034,0.077,0.047,0.176,0.0,-999.0,
1909,0.0,0.303,0.049,0.058,0.0,0.0,1.419,0.0,-999.0,
1910,0.0,0.073,0.017,0.092,0.0,0.062,1.614,0.0,-999.0,
1911,0.029,0.21,0.158,0.128,0.0,0.021,0.36,0.0,-999.0,
1912,0.034,0.222,0.015,0.059,0.0,0.007,0.59,0.0,-999.0,
1913,0.0,0.203,0.084,0.239,0.0,0.094,0.706,0.0,-999.0,
1914,0.0,0.381,0.098,0.147,0.0,0.0,0.421,0.0,-999.0,
1915,0.0,0.318,0.007,0.0,0.018,0.041,0.237,0.0,-999.0,
1916,0.0,0.181,0.113,0.25,0.0,0.073,0.306,0.0,-999.0,
1917,0.103,0.139,0.089,0.296,0.0,0.01,0.726,0.0,-999.0,
1918,0.125,0.434,0.206,0.083,0.0,0.021,0.712,0.0,-999.0,
1919,0.017,0.077,0.103,0.023,0.0,0.051,0.051,0.0,-999.0,
1920,0.0,0.076,0.025,0.0,0.0,0.255,0.256,0.0,-999.0,
1921,0.036,0.194,0.193,0.088,0.0,0.58,0.208,0.0,-999.0,
1922,0.0,0.188,0.069,0.019,0.0,0.102,0.518,0.0,-999.0,
1923,0.0,0.321,0.019,0.005,0.0,0.041,0.559,0.0,-999.0,
1924,0.0,0.294,0.014,0.033,0.0,0.02,0.423,0.0,-999.0,
1925,0.0,0.496,0.021,0.057,0.0,0.1,1.009,0.0,-999.0,
1926,0.0,0.359,0.018,0.006,0.0,0.02,0.158,0.0,-999.0,
1927,0.0,0.131,0.021,0.009,0.0,0.039,0.216,0.0,-999.0,
1928,0.0,0.135,0.018,0.0,0.034,0.088,0.374,0.0,-999.0,
1929,0.0,0.133,0.031,0.216,0.0,0.031,0.231,0.0,-999.0,
1930,0.08,0.658,0.293,0.156,0.0,0.02,0.759,0.0,-999.0,
1931,0.034,0.306,0.128,0.239,0.0,0.167,0.43,0.0,-999.0,
1932,0.0,0.475,0.041,0.019,0.0,0.0,0.41,0.0,-999.0,
1933,0.033,0.374,0.053,0.156,0.0,0.062,0.882,0.0,-999.0,
