Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,10.063,63.097,5.208,53.075,6.514,0.384,0.396,16.365,12.517,7.067,0.787,0.832,0.33,10.539,0.549,12.852,0.03,1.689,0.306,0.157,0.97,10.077,1.343,3.232,4.896,29.246,0.174,0.506,19.211,0.268,7.197,1.286,0.339,13.706,6.845,0.531,0.098,15.455,4.685,1.783,37.681,21.591,0.093,1.925,5.635,0.723,0.219,3.492,0.0,0.079,6.764,
1951,42.419,70.892,33.596,48.947,9.748,0.384,0.058,22.199,35.282,9.854,1.843,3.867,0.733,17.547,7.347,51.561,0.03,2.812,0.243,0.188,0.641,51.602,5.32,5.705,6.125,28.292,0.174,0.662,35.214,0.275,13.061,3.868,2.04,45.1,6.988,0.939,0.098,27.078,5.531,12.607,71.017,23.749,0.044,5.347,8.024,3.043,0.093,5.248,0.0,0.079,-999.0,
1952,46.327,73.514,60.652,50.406,12.582,1.782,6.723,20.973,44.29,6.385,13.339,16.045,4.175,57.019,29.633,41.097,2.138,9.267,2.861,1.548,1.08,54.136,29.952,5.121,26.371,23.486,3.077,5.437,29.525,2.124,21.371,6.943,11.102,72.46,8.216,6.208,2.006,37.866,16.019,37.967,62.354,20.769,0.845,12.592,9.005,9.239,0.467,5.524,0.0,0.079,11.077,
1953,37.576,67.056,64.995,45.835,10.974,4.371,12.614,12.91,27.676,8.567,25.205,24.131,10.202,51.267,30.599,46.15,0.959,13.53,4.602,4.095,1.406,47.99,46.058,5.905,24.226,29.428,4.016,9.096,33.441,4.512,17.474,2.433,13.329,64.74,5.286,9.513,2.362,29.261,9.751,29.99,71.902,27.961,2.073,14.775,4.983,13.909,2.945,7.098,0.0,0.079,14.909,
1954,71.957,67.158,84.499,47.494,16.292,0.669,8.036,24.197,58.539,8.38,24.509,20.919,9.046,68.783,32.303,64.455,0.004,10.17,0.47,0.727,1.503,71.25,51.314,6.181,28.56,30.627,0.294,3.17,28.346,0.838,25.175,2.707,6.284,85.867,3.075,3.483,0.098,53.956,14.942,48.305,73.237,30.498,0.044,15.404,2.489,6.056,0.509,11.503,0.0,0.079,10.757,
1955,18.426,58.241,29.618,50.299,11.382,3.974,10.893,12.465,15.293,10.952,17.787,17.619,22.488,46.8,12.488,11.972,1.935,9.298,3.708,5.866,6.668,16.51,25.911,6.847,35.975,32.594,4.136,8.224,19.669,4.682,7.815,7.114,6.751,49.28,6.951,5.595,1.167,12.792,26.534,15.83,44.053,27.229,2.352,6.264,6.517,6.179,6.244,7.655,0.0,0.039,6.954,
1956,25.825,72.473,48.285,45.929,10.284,1.098,2.321,13.341,22.61,7.449,6.738,5.359,8.583,63.243,5.203,32.479,0.029,3.873,0.93,1.217,2.149,33.183,25.183,4.377,23.996,25.133,1.584,1.623,31.475,0.492,10.848,2.695,1.286,87.853,7.211,1.116,0.098,27.302,14.091,13.766,75.472,26.369,0.12,5.009,7.887,1.147,1.098,4.984,0.0,0.039,0.241,
1957,22.088,62.031,20.448,46.647,8.686,2.863,9.016,8.013,21.707,5.189,3.5,2.468,6.978,34.777,6.737,26.353,0.092,7.421,1.274,0.321,1.806,15.92,17.186,5.698,17.255,27.516,1.018,4.59,24.823,1.018,12.935,4.764,2.025,50.115,3.232,2.626,2.006,22.589,10.08,8.53,54.42,21.626,0.044,7.556,2.684,6.044,0.418,6.386,0.0,0.102,2.401,
1958,10.004,72.84,16.81,52.981,11.008,0.384,0.058,15.003,13.577,10.389,0.846,0.46,1.947,21.833,1.38,19.074,0.026,0.963,0.169,0.126,2.067,9.232,3.197,5.398,9.498,31.595,0.174,0.474,32.358,0.27,6.063,7.858,0.175,46.002,9.97,0.428,0.098,15.901,14.906,4.195,59.274,30.385,0.044,1.737,13.975,0.596,0.474,4.818,0.0,0.039,0.241,
1959,14.045,65.676,12.532,52.903,11.134,0.574,2.464,8.122,16.436,10.493,5.397,4.783,2.465,30.795,5.541,10.566,0.065,4.783,0.78,0.294,2.834,8.561,9.781,6.22,18.884,38.864,1.136,2.242,25.178,1.268,8.879,12.516,2.811,27.619,8.518,1.656,0.098,14.08,26.09,4.414,42.314,29.927,1.733,6.399,6.198,4.963,0.326,7.574,0.0,0.039,0.153,
