Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,2.045,15.38,2.757,14.26,0.09,0.189,0.315,25.989,3.565,0.031,1.274,0.658,0.355,2.042,0.684,7.708,0.003,1.776,0.039,0.034,0.09,3.474,1.33,0.0,0.574,3.51,0.0,1.129,0.29,0.347,2.381,0.0,0.113,4.198,0.013,0.35,0.048,9.407,0.167,1.367,16.336,0.544,0.0,1.639,0.003,0.045,0.036,0.0,0.0,16.744,47.552,
1951,7.905,17.279,8.488,14.137,0.004,0.189,0.848,35.568,5.349,0.039,0.784,1.17,0.59,2.869,1.158,23.15,0.003,1.943,0.039,0.072,0.032,9.568,1.919,0.013,0.471,3.526,0.0,1.383,1.265,0.35,3.099,0.0,0.363,13.93,0.005,0.3,0.661,10.116,0.124,2.18,30.861,1.043,0.0,1.935,0.02,0.044,0.056,0.0,0.0,18.91,-999.0,
1952,10.422,16.225,10.603,13.998,0.061,0.37,5.002,35.322,11.065,0.041,6.378,4.343,1.992,11.34,7.949,17.572,0.003,4.203,0.394,0.415,0.14,10.432,6.053,0.0,1.616,3.243,0.0,3.026,0.791,0.701,7.231,0.0,1.247,23.154,0.031,1.435,0.47,16.864,0.373,5.469,27.0,0.95,0.25,4.068,0.062,0.622,0.26,0.0,0.0,13.043,43.469,
1953,5.352,17.425,10.774,13.839,0.026,0.323,2.267,36.779,5.905,0.021,4.483,2.182,2.5,7.531,3.796,17.576,0.002,2.382,0.223,0.369,0.561,13.689,6.449,0.009,2.305,3.786,0.0,1.174,1.17,0.618,3.948,0.052,0.559,19.429,0.02,0.608,0.048,11.499,0.696,3.568,32.437,0.981,0.25,2.438,0.023,0.087,0.673,0.0,0.0,14.007,53.951,
1954,8.54,16.469,17.314,14.032,0.239,0.189,0.315,40.886,8.626,0.021,3.911,2.149,2.171,12.69,4.712,14.58,0.0,1.794,0.05,0.026,0.153,16.266,10.276,0.013,2.012,3.584,0.0,1.357,0.772,0.369,3.673,0.053,0.315,25.776,0.019,0.398,0.048,14.817,0.243,6.129,27.321,1.447,0.0,2.548,0.01,0.028,0.112,0.167,0.0,17.017,55.99,
1955,2.047,14.678,4.799,13.994,0.013,0.591,8.338,27.977,2.073,0.03,3.65,2.234,6.057,6.85,1.497,7.435,0.0,6.093,0.811,0.488,1.161,4.532,3.678,0.033,4.525,3.339,0.0,5.761,0.267,1.268,3.394,0.026,0.73,13.028,0.054,0.931,0.048,8.961,1.678,2.532,18.787,1.008,0.0,2.855,0.03,0.099,0.937,0.0,0.0,9.663,53.086,
1956,1.918,15.612,7.448,14.146,0.003,0.189,0.848,26.686,2.64,0.011,1.638,1.631,0.892,6.027,2.072,5.077,0.0,1.762,0.074,0.03,0.142,5.458,3.653,0.0,0.795,3.385,0.0,1.259,0.428,0.403,2.831,0.026,0.383,20.102,0.065,0.331,0.048,8.552,0.201,2.137,24.63,0.85,0.0,1.686,0.071,0.135,0.103,0.0,0.0,13.224,28.739,
1957,3.128,19.409,8.072,13.867,0.017,0.189,2.106,38.542,3.362,0.011,1.33,0.314,1.57,4.529,0.868,19.405,0.0,2.645,0.074,0.086,0.206,7.743,3.274,0.009,1.173,3.566,0.0,1.28,0.536,0.457,2.384,0.026,0.15,13.93,0.008,0.311,0.048,8.603,0.379,1.529,26.004,1.122,0.0,2.714,0.01,0.005,0.12,0.016,0.0,15.939,39.81,
1958,3.939,19.123,6.912,14.976,0.026,0.189,0.048,40.744,3.728,0.022,0.48,0.442,0.459,2.364,0.771,17.051,0.0,1.944,0.323,0.052,0.093,6.86,1.578,0.0,0.397,3.791,0.0,0.846,0.678,0.376,3.732,0.025,0.121,10.591,0.038,0.292,0.048,12.253,0.373,2.309,25.818,1.077,0.0,1.936,0.08,0.005,0.111,0.0,0.0,16.018,49.527,
1959,2.075,18.507,4.591,15.423,0.023,0.189,1.115,31.944,3.292,0.069,2.094,1.264,1.416,4.062,1.026,10.133,0.0,4.619,0.336,0.599,0.321,4.555,1.883,0.0,0.993,3.679,0.0,2.34,0.347,0.925,3.026,0.104,0.6,7.782,0.091,0.753,0.048,7.951,0.419,1.245,18.127,1.022,0.0,3.684,0.087,0.039,0.348,0.0,0.0,22.84,32.867,
1960,3.123,17.507,5.965,15.805,0.017,0.189,0.705,32.685,2.664,0.059,0.744,0.62,0.557,2.286,0.879,9.55,0.0,1.208,0.175,0.058,0.141,5.409,1.356,0.052,0.47,3.846,0.0,1.264,0.451,0.358,2.608,0.053,0.172,7.763,0.019,0.31,0.048,7.686,0.633,1.985,20.007,1.157,0.0,1.746,0.071,0.0,0.102,0.016,0.0,20.515,31.816,
1961,1.362,18.09,2.232,16.141,0.003,0.445,0.048,30.329,1.914,0.041,0.951,0.556,0.396,2.096,0.841,4.121,0.0,1.557,0.05,0.066,0.063,1.99,1.633,0.04,0.545,3.759,0.0,1.593,0.254,0.486,2.963,0.051,0.208,4.3,0.13,0.311,0.048,7.116,0.177,1.22,14.313,1.406,0.0,2.013,0.15,0.005,0.079,0.0,0.0,18.061,33.997,
1962,3.768,17.369,4.78,13.684,0.003,0.189,0.048,33.781,2.787,0.011,0.604,0.452,0.274,2.27,0.951,17.431,0.0,1.116,0.05,0.031,0.044,6.672,1.95,0.0,0.359,3.291,0.0,0.725,0.331,0.37,2.176,0.0,0.107,7.659,0.038,0.294,0.048,8.301,0.083,1.799,21.073,1.016,0.0,1.485,0.063,0.192,0.055,0.0,0.0,15.661,41.563,
1963,4.28,16.569,5.961,13.79,0.101,0.189,0.972,33.117,2.727,0.011,1.098,0.557,0.696,5.753,1.702,18.043,0.0,2.021,0.176,0.067,0.17,6.576,2.827,0.017,1.812,3.414,0.0,1.452,0.472,0.429,2.048,0.211,0.17,13.849,0.008,0.371,0.048,7.294,0.375,1.261,24.812,0.998,0.0,2.143,0.043,0.02,0.156,0.0,0.0,21.65,41.908,
1964,2.494,17.109,7.244,13.911,0.204,0.189,0.048,34.214,2.823,0.011,2.319,1.694,1.725,7.845,1.971,17.845,0.0,1.652,0.05,0.274,0.913,6.286,2.59,0.017,2.6,3.636,0.0,0.622,0.551,0.47,2.781,0.053,0.525,17.806,0.0,0.428,0.048,8.449,0.968,1.743,27.179,1.122,0.0,1.644,0.025,0.113,0.796,0.0,0.0,14.709,44.389,
