Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1927,7.293,0.123,14.971,31.575,4.839,4.856,2.441,133.0,-999.0,
1928,7.736,0.523,11.482,14.373,1.845,4.029,1.113,105.0,-999.0,
1929,8.879,0.296,27.266,38.883,10.086,5.67,3.333,90.0,-999.0,
1930,9.103,0.842,16.486,24.827,10.747,8.13,5.368,115.0,-999.0,
1931,7.333,0.026,3.086,8.612,2.948,4.856,0.171,94.0,-999.0,
1932,4.672,0.041,14.995,35.305,8.776,9.943,2.671,99.0,-999.0,
1933,8.483,0.304,14.223,24.105,4.121,6.827,2.864,121.0,-999.0,
1934,22.805,0.381,14.481,14.66,0.103,0.943,0.671,98.0,-999.0,
1935,18.833,0.481,14.538,21.612,2.92,3.356,1.256,107.0,-999.0,
1936,18.782,1.084,30.205,48.807,5.938,3.606,5.706,106.0,-999.0,
1937,4.211,0.048,18.315,43.214,10.42,10.575,2.248,108.0,-999.0,
1938,9.322,0.039,11.088,22.968,0.714,2.236,0.487,102.0,-999.0,
1939,10.739,0.0,11.386,21.824,1.589,4.577,1.598,132.0,-999.0,
1940,13.167,1.805,21.083,31.143,0.981,4.67,5.632,115.0,-999.0,
1941,8.45,0.0,9.03,17.152,0.5,1.981,0.158,108.0,-999.0,
1942,14.425,0.922,15.409,22.926,4.241,5.67,3.132,100.0,-999.0,
1943,15.35,0.163,21.782,30.829,3.647,2.951,3.274,92.0,-999.0,
1944,12.206,0.051,11.091,21.745,1.897,4.632,0.816,89.0,-999.0,
1945,14.448,0.157,17.255,25.189,1.589,3.84,1.299,106.0,-999.0,
1946,11.121,0.033,11.736,19.649,1.661,2.882,0.769,129.0,-999.0,
1947,7.733,0.099,13.131,24.54,2.888,3.61,2.529,92.0,-999.0,
1948,19.816,0.801,22.34,33.475,4.724,6.755,3.75,124.0,-999.0,
1949,4.567,0.009,14.194,41.351,12.448,11.01,2.594,100.0,-999.0,
1950,10.057,0.201,22.376,41.406,9.857,5.528,2.457,120.0,-999.0,
1951,10.011,0.735,23.084,40.654,3.607,5.721,3.829,117.0,-999.0,
1952,5.133,0.012,9.626,24.459,3.089,6.567,1.44,101.0,-999.0,
1953,3.397,0.061,9.428,11.947,0.379,2.519,0.509,112.0,-999.0,
1954,8.45,0.129,8.894,19.571,1.897,2.377,1.018,109.0,-999.0,
1955,11.789,0.265,19.024,37.772,4.804,6.981,1.021,124.0,-999.0,
1956,6.656,0.036,13.819,26.713,5.379,5.18,1.316,126.0,-999.0,
1957,10.106,0.067,14.435,24.691,7.957,3.644,1.299,78.0,-999.0,
1958,16.414,0.725,20.31,22.475,0.793,2.11,1.154,110.0,-999.0,
1959,11.972,0.369,18.574,26.695,1.948,3.26,2.649,123.0,-999.0,
1960,11.922,0.563,18.188,34.388,3.448,6.019,3.68,89.0,-999.0,
1961,16.523,0.415,15.629,22.222,1.862,2.423,2.237,131.0,-999.0,
1962,18.233,1.702,22.186,33.207,3.914,7.721,4.714,86.0,-999.0,
1963,20.717,1.746,33.842,35.046,3.911,7.283,6.389,88.0,-999.0,
1964,9.5,0.295,12.839,26.429,4.103,4.811,1.342,118.0,-999.0,
1965,11.733,0.517,18.723,31.542,0.966,3.632,1.004,107.0,-999.0,
1966,10.589,0.854,20.051,33.194,1.207,5.811,3.282,130.0,-999.0,
1967,12.739,0.246,16.81,23.7,1.607,4.179,0.748,100.0,-999.0,
1968,20.594,0.335,17.502,25.682,3.147,5.163,2.15,102.0,-999.0,
1969,9.806,0.087,15.333,30.972,3.879,2.654,0.786,101.0,-999.0,
1970,18.572,1.474,22.51,29.816,1.534,3.057,1.346,102.0,-999.0,
1971,14.194,0.399,18.276,28.78,2.052,5.066,2.256,111.0,-999.0,
1972,13.805,0.346,25.046,37.843,9.063,6.519,3.893,122.0,-999.0,
1973,10.15,0.119,11.846,20.544,2.397,5.623,1.974,107.0,-999.0,
1974,9.448,0.03,13.843,22.272,6.259,6.519,3.346,-999.0,-999.0,
1975,8.768,0.045,14.871,28.283,2.172,4.952,1.047,124.0,-999.0,
1976,16.95,0.347,21.618,25.901,1.362,4.627,2.124,111.0,-999.0,
1977,18.115,2.195,30.007,30.204,2.914,3.676,3.996,103.0,-999.0,
1978,17.717,0.879,32.055,47.505,3.96,4.904,4.598,95.0,-999.0,
1979,17.241,0.907,28.798,40.758,8.506,7.33,7.547,117.0,-999.0,
1980,15.506,0.312,18.601,26.976,3.638,2.24,2.513,92.0,-999.0,
1981,14.194,0.478,16.117,15.778,0.5,1.406,1.308,71.0,-999.0,
1982,17.444,1.441,24.14,34.402,4.017,5.058,5.184,118.0,-999.0,
1983,10.132,1.186,16.562,23.338,3.759,3.0,5.203,87.0,-999.0,
1984,12.844,0.764,15.884,21.998,3.931,5.529,2.504,109.0,-999.0,
1985,13.093,1.581,28.235,39.593,10.098,6.442,5.694,95.0,-999.0,
1986,8.956,0.307,13.919,17.12,0.983,1.798,0.731,96.0,-999.0,
1987,12.022,0.148,5.015,6.48,1.296,3.14,0.235,90.0,-999.0,
1988,14.856,0.485,20.58,27.767,2.172,4.294,2.897,101.0,-999.0,
1989,18.011,1.645,25.606,35.503,5.509,8.59,6.222,99.0,-999.0,
1990,4.067,0.049,9.091,18.61,5.293,6.385,2.645,113.0,-999.0,
1991,7.362,0.027,13.551,20.486,1.339,2.686,0.615,101.0,-999.0,
1992,8.756,0.054,7.195,11.42,0.821,3.279,0.105,112.0,-999.0,
1993,15.195,0.063,15.605,28.601,4.776,3.471,1.487,67.0,-999.0,
1994,20.039,0.928,20.189,25.737,1.328,2.588,0.88,106.0,-999.0,
1995,9.801,0.153,14.333,22.041,0.828,1.817,1.256,110.0,-999.0,
1996,13.185,0.742,23.315,42.629,3.446,3.925,5.201,126.0,-999.0,
1997,7.804,0.345,14.749,22.907,1.714,3.575,1.893,111.0,-999.0,
1998,3.333,0.027,6.472,17.497,2.482,3.094,1.189,97.0,-999.0,
1999,7.716,0.0,11.052,10.653,0.268,1.189,0.504,127.0,-999.0,
2000,12.774,0.145,18.147,21.801,0.75,1.644,0.991,69.0,-999.0,
2001,5.554,0.088,10.06,17.649,0.964,3.019,0.632,89.0,-999.0,
2002,3.577,0.039,5.472,17.252,0.839,3.915,0.709,80.0,-999.0,
2003,16.286,0.304,16.832,23.425,0.212,1.604,1.115,97.0,-999.0,
2004,14.885,0.171,15.387,20.45,1.732,3.585,2.373,103.0,-999.0,
2005,12.218,0.067,12.184,22.269,2.096,2.324,1.679,80.0,-999.0,
2006,2.241,0.012,3.923,9.502,1.278,3.083,0.436,115.0,-999.0,
2007,11.155,0.041,15.563,24.225,1.893,5.402,1.257,103.0,-999.0,
2008,6.622,0.025,21.526,31.453,3.808,4.082,1.833,119.0,-999.0,
2009,11.944,0.202,17.803,30.672,3.037,4.231,1.211,110.0,-999.0,
2010,3.845,0.167,14.178,24.587,1.276,2.53,1.851,96.0,-999.0,
2011,8.761,0.189,13.363,27.348,1.278,5.294,4.346,104.0,-999.0,
2012,2.922,0.0,5.302,13.925,0.071,2.582,0.395,119.0,-999.0,
2013,6.862,0.0,16.396,24.616,3.577,8.39,0.952,110.0,-999.0,
2014,17.736,0.911,30.152,34.503,2.0,3.49,3.996,80.0,-999.0,
2015,21.95,0.733,21.672,22.152,1.148,2.39,0.706,82.0,-999.0,
2016,6.489,0.052,10.706,14.497,2.446,3.219,1.641,80.0,-999.0,
2017,7.178,0.033,10.308,20.414,4.519,2.625,1.132,98.0,-999.0,
2018,10.256,0.412,16.708,25.058,0.731,2.457,2.356,74.0,-999.0,
2019,11.017,0.066,19.71,32.617,1.407,3.223,1.18,69.0,-999.0,
2020,4.655,0.0,8.052,12.837,0.462,2.419,0.162,86.0,-999.0,
