Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,12.66,0.495,17.357,26.496,1.471,1.53,1.722,-999.0,-999.0,
1901,12.994,0.654,18.622,26.369,0.588,5.242,5.667,-999.0,-999.0,
1902,11.389,0.03,16.943,26.365,3.909,5.375,3.786,-999.0,-999.0,
1903,12.549,0.466,19.284,26.506,2.804,8.986,2.0,-999.0,-999.0,
1904,25.827,0.287,25.274,31.197,1.688,3.683,2.065,-999.0,-999.0,
1905,18.778,1.071,24.33,30.193,3.1,4.636,7.52,87.0,-999.0,
1906,12.448,0.131,13.835,25.859,2.846,3.602,0.871,122.0,-999.0,
1907,15.328,0.211,13.506,27.323,4.28,1.921,1.42,106.0,-999.0,
1908,12.753,0.11,9.556,17.986,1.962,4.193,0.618,120.0,-999.0,
1909,7.333,0.252,17.824,35.816,5.69,6.388,5.014,118.0,-999.0,
1910,14.149,0.519,15.387,25.478,3.6,5.286,1.579,128.0,-999.0,
1911,9.075,0.186,12.535,30.03,3.089,6.01,2.82,128.0,-999.0,
1912,18.517,1.336,30.71,34.324,3.537,6.051,5.799,106.0,-999.0,
1913,5.667,0.03,16.355,35.659,5.519,7.082,3.579,143.0,-999.0,
1914,19.839,0.586,21.68,32.452,3.37,5.5,3.596,101.0,-999.0,
1915,5.694,0.018,11.136,19.147,2.232,4.66,1.456,134.0,-999.0,
1916,15.374,0.509,26.281,49.882,9.179,6.592,5.644,120.0,-999.0,
1917,22.034,1.735,31.617,42.435,4.397,8.418,4.987,120.0,-999.0,
1918,18.893,1.898,23.088,30.201,2.259,5.816,7.072,139.0,-999.0,
1919,9.517,0.25,16.297,34.113,6.925,7.56,4.017,122.0,-999.0,
1920,16.286,0.08,17.246,24.628,1.214,4.625,1.068,117.0,-999.0,
1921,8.47,0.006,6.726,18.069,1.661,2.206,0.231,117.0,-999.0,
1922,12.539,0.049,15.853,37.241,9.205,7.26,1.833,112.0,-999.0,
1923,14.894,0.028,13.365,24.088,3.143,4.56,1.815,103.0,-999.0,
1924,13.345,0.424,24.033,35.399,9.494,9.4,6.892,106.0,-999.0,
1925,10.437,0.296,14.664,22.78,0.278,5.284,2.14,116.0,-999.0,
1926,13.04,0.175,14.134,16.417,1.75,4.147,1.031,77.0,-999.0,
