Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,47.483,80.647,74.823,52.912,192.938,141.081,105.609,8.725,43.186,172.835,130.739,124.002,158.753,132.848,110.985,21.457,181.031,99.6,132.548,168.428,184.008,44.019,121.994,197.787,164.412,148.673,173.839,103.014,131.2,147.846,71.215,194.342,129.261,99.085,104.812,133.794,127.033,50.169,176.184,88.379,45.734,154.104,164.132,94.407,110.061,117.502,174.751,199.054,201.308,0.0,0.0,
1951,49.415,91.634,72.983,51.991,201.144,128.018,94.038,8.564,45.606,185.596,128.089,120.923,154.326,135.588,97.615,31.229,172.57,101.839,123.658,157.518,181.406,47.893,119.393,202.539,168.018,162.147,167.331,101.163,144.99,139.053,75.361,195.011,126.412,100.207,113.093,129.036,109.057,51.076,182.592,83.23,57.287,158.939,152.057,97.241,125.559,118.272,164.628,206.178,197.531,0.0,-999.0,
1952,39.911,97.173,71.451,53.048,193.627,133.875,87.514,6.781,35.476,182.767,129.435,118.609,161.38,134.303,87.44,19.698,186.277,96.53,130.858,162.685,184.779,37.623,119.792,190.074,166.519,160.607,176.351,101.874,144.019,141.619,69.506,191.223,126.029,91.25,118.384,129.392,127.19,42.354,179.016,78.079,42.364,160.447,156.574,95.173,122.951,121.201,173.613,197.815,201.506,0.12,0.0,
1953,38.763,99.802,63.335,48.383,194.215,110.262,74.24,5.026,35.747,164.059,116.043,110.453,143.862,119.926,90.825,21.047,158.39,90.433,109.131,147.974,171.574,33.745,107.735,183.531,154.855,161.231,161.749,95.016,138.23,124.683,64.034,184.254,114.79,80.255,87.421,120.262,107.833,40.328,170.467,79.525,40.863,158.389,135.929,84.557,87.331,118.415,157.751,193.161,187.343,0.0,0.0,
1954,48.566,81.514,67.369,46.882,182.06,129.876,97.997,7.987,50.078,176.472,121.838,119.952,141.351,117.879,94.895,27.805,173.594,106.989,131.426,160.289,177.551,44.607,104.663,187.942,148.294,160.067,166.088,108.907,126.318,143.564,81.562,191.113,130.71,87.641,108.226,133.257,123.927,55.59,167.617,88.366,41.757,148.885,158.113,103.58,118.484,127.635,165.824,192.737,198.872,0.273,0.0,
1955,53.616,98.758,80.075,56.322,194.891,131.684,102.895,9.158,51.707,190.638,121.386,118.053,147.012,132.09,100.994,31.788,174.308,110.376,135.28,154.918,170.215,52.52,115.066,194.579,156.801,169.768,172.016,108.668,142.147,143.084,82.257,179.915,125.079,100.758,118.324,132.923,125.339,54.273,164.111,89.373,52.983,162.685,157.302,105.023,131.126,126.876,158.18,194.746,212.545,0.362,0.0,
1956,45.82,99.5,66.348,55.246,193.798,145.982,89.737,9.804,45.934,177.569,126.42,119.819,153.507,133.401,87.774,27.621,192.246,96.372,149.43,169.719,182.07,40.316,118.208,190.943,162.556,157.614,195.38,104.303,150.241,157.744,70.685,195.093,128.008,96.422,108.043,136.009,136.476,48.574,176.859,74.404,49.848,158.857,177.999,90.587,112.946,118.868,172.6,195.201,209.412,0.057,0.0,
1957,33.952,71.842,55.13,47.086,189.173,131.675,89.748,8.065,33.7,170.23,119.607,116.499,148.197,120.026,90.402,15.946,168.332,97.076,132.839,161.437,174.719,32.724,107.65,188.044,151.167,149.551,172.673,101.018,121.036,146.801,61.728,184.675,128.2,79.805,101.53,137.731,124.304,37.803,167.147,70.652,37.384,145.52,157.099,85.936,108.415,116.34,167.526,193.724,191.292,0.057,0.0,
1958,61.178,87.597,79.861,39.933,193.368,133.519,105.5,15.535,61.413,162.008,125.028,127.292,148.074,129.375,106.765,34.858,181.728,111.157,134.974,164.767,171.853,60.386,117.073,180.904,155.508,154.241,177.531,106.443,138.843,151.001,86.184,182.372,129.857,98.65,83.577,138.819,119.347,66.82,165.35,95.93,52.805,151.825,164.463,106.159,87.842,129.131,164.41,192.343,194.646,0.209,0.0,
1959,48.477,85.933,73.017,42.858,198.455,141.566,98.292,9.412,44.322,178.838,123.481,123.679,152.399,130.017,99.124,33.936,178.547,104.77,137.26,165.829,183.68,50.504,113.563,197.186,162.655,165.448,176.473,106.614,144.728,152.759,73.159,200.901,129.985,97.148,103.603,138.989,125.402,47.008,179.81,87.623,56.257,159.837,160.7,97.899,109.152,128.349,167.046,201.638,199.171,0.0,0.0,
