Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,22.892,1.62,14.378,5.892,2.305,11.0,-999.0,20.169,19.115,2.676,8.289,8.839,9.885,7.021,10.854,19.8,17.196,-999.0,16.555,6.864,7.021,21.886,11.523,1.688,7.378,2.43,6.0,8.488,0.976,7.568,15.036,3.103,5.991,13.084,4.209,8.185,15.0,14.577,6.115,12.33,13.582,1.733,9.709,12.559,5.236,7.736,9.029,1.85,-999.0,-999.0,-999.0,
1901,17.892,2.413,10.509,6.078,1.443,17.0,-999.0,16.818,18.148,1.22,4.667,6.111,5.734,4.395,8.912,14.714,12.144,-999.0,16.557,5.31,5.909,16.763,7.323,1.858,6.499,1.93,8.0,10.704,0.976,7.951,20.246,5.098,6.525,6.651,6.102,10.831,18.0,14.364,4.542,15.14,6.423,0.951,4.576,18.198,5.252,8.889,4.855,1.85,-999.0,-999.0,-999.0,
1902,14.516,1.002,18.096,6.491,1.625,19.0,-999.0,15.742,15.696,1.484,10.832,8.042,12.538,9.102,13.03,14.33,12.183,-999.0,12.854,5.855,6.796,13.024,13.271,2.616,9.339,0.049,6.0,14.787,3.575,8.427,12.278,3.288,7.236,13.324,6.676,6.224,14.0,13.186,4.39,15.008,10.654,1.562,4.547,7.149,7.458,10.203,8.167,1.387,-999.0,-999.0,-999.0,
1903,15.086,1.736,13.531,5.686,1.591,12.0,-999.0,17.167,15.42,0.979,9.3,9.073,8.871,8.344,11.213,15.434,8.601,-999.0,12.362,5.583,8.845,15.38,10.794,1.215,8.128,1.93,5.0,12.79,0.973,9.08,15.275,5.542,7.484,8.917,6.095,7.009,22.0,12.507,4.409,14.43,10.425,1.059,4.264,11.663,5.186,8.324,7.931,0.633,-999.0,-999.0,-999.0,
1904,12.637,2.155,13.079,7.745,2.724,8.0,-999.0,14.805,9.106,0.91,9.362,8.998,6.464,8.087,8.347,12.009,13.38,3.0,12.358,5.301,4.943,11.679,12.912,0.821,6.726,0.549,5.0,8.645,4.39,5.827,10.321,3.509,7.448,8.591,7.907,5.815,14.0,10.461,3.922,10.177,9.081,1.734,6.178,5.211,5.278,2.84,8.758,0.633,-999.0,-999.0,-999.0,
1905,17.039,6.133,21.578,6.31,3.371,6.0,-999.0,16.785,15.301,0.666,8.783,11.996,9.053,7.74,12.635,26.554,8.708,11.0,8.278,7.065,8.473,20.011,13.965,1.222,8.352,0.068,6.0,7.533,4.86,8.615,14.974,4.68,8.262,11.321,3.619,8.856,15.0,10.799,5.91,13.565,13.582,2.581,6.932,10.663,5.923,10.388,8.708,0.571,-999.0,14.241,26.0,
1906,18.255,3.123,18.302,10.679,2.7,6.0,-999.0,17.556,16.221,2.293,9.052,9.812,7.339,6.694,13.697,15.29,12.667,10.0,14.571,6.164,6.027,16.542,9.876,1.822,7.231,0.068,5.0,9.783,1.21,8.021,14.123,4.484,6.344,9.918,6.207,4.508,15.0,15.898,6.475,14.75,9.796,3.563,4.995,11.598,5.942,7.562,7.584,3.299,-999.0,16.461,-999.0,
1907,18.061,2.961,15.466,6.856,1.495,13.0,-999.0,14.592,14.692,0.982,10.588,11.631,7.567,6.059,12.401,18.712,12.147,10.0,10.097,4.335,5.04,17.908,10.986,1.831,5.011,0.09,9.0,11.615,1.779,7.222,13.483,1.791,7.412,10.403,8.583,5.676,12.0,12.229,4.46,13.867,10.838,2.292,7.722,10.25,6.55,11.188,6.295,1.3,-999.0,24.406,27.0,
1908,16.191,3.268,15.216,4.413,2.266,10.0,-999.0,12.723,16.062,1.042,7.821,6.966,8.36,8.303,9.753,16.496,7.235,12.0,9.411,5.801,6.842,16.982,12.081,2.332,7.045,0.403,1.0,13.834,1.195,6.945,16.645,2.689,5.823,17.356,3.954,6.367,11.0,16.388,6.562,13.702,10.252,3.549,5.793,11.92,5.228,6.622,6.206,2.414,-999.0,13.113,24.0,
1909,20.055,2.629,13.769,12.959,1.765,10.0,-999.0,13.461,15.823,1.505,11.314,11.676,10.642,8.066,12.249,15.642,13.907,7.0,10.823,7.56,6.821,20.064,14.131,2.222,6.056,0.549,4.0,11.056,0.826,5.629,12.829,2.534,8.265,7.192,8.658,6.518,15.0,11.601,4.589,15.532,7.617,2.456,5.279,9.073,6.472,7.874,8.089,0.979,-999.0,13.542,-999.0,
1910,13.026,1.418,15.201,3.009,2.101,12.0,-999.0,15.063,12.507,0.427,6.332,9.085,3.652,5.148,14.445,16.265,5.701,1.0,7.069,4.228,2.251,14.551,10.746,0.951,3.86,0.5,3.0,8.286,1.198,6.569,13.018,1.866,7.892,4.581,5.024,6.995,13.0,12.979,2.017,10.867,6.582,0.903,5.4,7.393,6.145,5.55,4.165,1.387,-999.0,15.145,26.0,
1911,15.54,3.457,14.172,7.993,1.89,9.0,-999.0,12.111,14.39,1.112,8.72,7.416,7.395,6.378,12.47,21.115,7.453,15.0,9.047,6.454,5.849,18.955,10.253,2.209,6.173,0.069,5.0,12.253,2.006,5.582,11.177,2.707,6.74,8.817,4.016,7.46,18.0,11.109,4.299,14.554,9.524,0.278,4.883,8.453,4.225,10.196,8.439,0.771,-999.0,16.427,24.0,
1912,21.393,2.019,14.047,4.85,2.467,14.0,-999.0,18.111,20.44,1.589,8.04,7.861,6.137,6.988,11.517,20.005,13.436,12.0,11.269,7.333,3.592,20.507,11.67,1.672,4.638,0.5,7.0,13.681,1.585,6.355,11.915,4.08,7.538,8.445,6.889,6.28,21.0,14.704,3.414,15.932,8.3,1.4,5.793,10.542,5.76,8.207,7.272,0.736,-999.0,11.243,30.0,
1913,15.986,1.808,16.566,5.882,1.849,13.0,-999.0,11.428,12.934,1.142,8.563,9.685,7.019,5.075,12.866,21.292,8.441,7.0,12.191,4.086,6.611,19.24,9.991,1.724,5.449,0.657,5.0,10.547,1.42,8.948,15.161,1.851,8.834,9.402,5.752,9.013,12.0,16.058,3.416,13.873,11.601,1.139,7.585,11.167,4.513,12.49,8.655,1.366,-999.0,14.988,26.0,
1914,13.229,2.105,12.665,8.348,2.483,7.0,-999.0,14.026,14.17,0.54,5.464,7.23,8.392,5.91,9.876,15.118,7.69,9.0,10.6,6.229,7.002,14.981,9.577,1.874,5.283,0.324,6.0,6.954,2.84,7.232,11.665,4.407,7.7,6.747,4.964,5.232,15.0,11.81,4.296,11.318,11.959,3.032,5.569,7.871,4.582,6.875,7.679,0.306,-999.0,16.21,37.0,
1915,18.411,2.807,18.489,9.006,2.314,13.0,-999.0,17.823,16.611,0.723,9.252,9.426,9.448,11.294,16.727,18.481,10.263,8.0,14.409,4.875,6.093,19.132,14.332,1.957,10.058,0.0,4.0,10.396,3.117,8.916,14.301,3.4,7.768,14.033,5.028,5.888,16.0,15.124,5.783,16.35,9.82,2.539,6.303,10.926,5.354,8.833,6.666,3.502,-999.0,21.809,27.0,
1916,14.838,3.408,14.575,9.172,1.727,13.0,-999.0,13.864,13.389,1.449,8.857,9.291,7.06,5.476,13.083,17.19,10.98,6.0,10.898,5.921,5.687,15.138,10.652,2.272,4.677,0.324,6.0,5.419,3.194,6.932,11.534,4.314,6.59,9.421,6.986,5.922,-999.0,11.389,3.834,15.15,8.618,1.997,3.843,7.636,6.478,9.807,7.741,0.223,-999.0,34.032,16.0,
1917,17.246,2.247,12.063,4.162,1.279,14.0,-999.0,11.038,15.036,0.813,8.276,8.301,6.211,4.654,13.154,10.429,11.452,9.0,10.117,4.475,3.266,14.679,8.625,1.044,5.03,1.0,2.0,7.444,0.511,7.246,13.211,0.932,7.55,5.958,5.577,6.292,-999.0,11.139,2.871,14.706,4.7,0.481,4.23,7.455,5.632,9.026,4.398,1.179,-999.0,10.585,20.0,
1918,18.856,2.031,13.433,5.688,1.926,9.0,-999.0,15.754,15.802,0.823,10.347,9.789,7.398,7.418,9.756,17.408,9.241,11.0,8.514,5.095,5.156,16.322,10.44,1.343,4.924,0.25,3.0,7.516,1.674,8.308,13.368,3.165,4.908,11.307,4.759,6.372,14.0,13.203,4.319,12.065,9.929,0.962,7.082,12.642,4.874,11.258,6.213,1.632,-999.0,28.816,27.0,
1919,23.116,3.052,18.03,5.646,2.267,8.0,-999.0,15.274,16.13,0.409,9.251,9.534,9.561,6.083,16.284,23.84,6.496,9.0,11.007,5.736,5.179,22.31,12.676,0.493,5.791,0.0,6.0,9.584,2.945,6.995,12.514,2.577,8.06,9.154,7.027,6.779,23.0,13.448,4.1,14.423,15.433,0.952,5.68,10.252,5.127,12.732,7.114,0.719,-999.0,6.989,23.0,
1920,20.438,2.301,18.0,4.764,1.909,-999.0,-999.0,15.905,20.314,0.675,6.681,8.786,7.519,6.043,14.013,21.047,17.006,4.0,14.32,4.294,5.16,18.508,10.324,0.903,6.191,0.324,9.0,13.178,1.523,8.637,16.022,2.829,7.08,11.62,5.52,5.584,15.0,15.669,5.503,15.976,11.074,1.527,10.973,9.667,5.896,10.114,6.65,1.245,-999.0,9.601,23.0,
1921,14.689,2.827,15.565,4.928,2.239,-999.0,-999.0,12.659,12.276,1.315,10.515,12.254,8.161,5.456,11.748,15.376,5.032,13.0,6.666,6.6,3.991,14.408,12.614,1.137,5.234,0.5,2.0,10.223,2.135,5.141,10.461,3.356,7.097,9.86,7.278,6.913,13.0,10.778,4.9,12.915,9.262,1.756,3.887,7.782,5.775,10.299,6.511,0.578,-999.0,17.03,24.0,
1922,19.298,2.489,13.803,7.684,1.174,13.0,-999.0,15.637,17.804,0.847,7.99,9.949,7.542,7.913,11.424,21.804,11.379,9.0,11.487,6.733,3.738,18.096,11.631,1.32,5.525,0.5,7.0,8.173,0.892,7.67,16.442,3.204,6.941,10.193,6.09,5.958,16.0,18.576,3.677,14.109,9.941,0.652,3.766,11.247,3.877,8.953,6.778,1.8,-999.0,13.168,29.0,
1923,19.606,2.63,18.826,2.369,3.035,15.0,-999.0,13.246,17.472,1.754,8.499,10.418,6.206,9.012,16.075,23.671,8.922,10.0,11.524,5.632,4.714,23.411,11.447,2.141,7.999,0.5,11.0,10.15,2.783,5.453,11.098,4.676,7.88,15.223,5.655,4.698,15.0,12.696,4.287,17.59,13.637,0.962,5.946,9.192,5.563,9.362,4.942,2.962,-999.0,16.82,19.0,
1924,15.046,1.138,10.584,3.979,1.465,9.0,-999.0,17.626,16.776,0.191,7.629,8.877,7.151,5.834,10.243,11.21,9.944,-999.0,8.487,4.881,5.734,13.0,11.388,0.963,4.232,0.25,7.0,11.969,1.094,9.702,15.087,3.594,7.826,6.689,5.459,7.088,12.0,17.901,3.343,13.308,7.955,1.103,6.961,13.417,4.698,9.96,6.26,0.598,-999.0,13.818,-999.0,
1925,14.053,1.647,11.819,4.962,1.758,9.0,-999.0,15.226,11.242,0.993,7.63,8.265,6.321,6.653,11.77,15.602,10.963,8.0,11.53,3.846,4.968,15.303,11.177,1.375,4.378,0.657,9.0,10.352,1.441,8.19,9.043,3.183,5.579,7.728,3.787,4.867,12.0,11.392,3.252,10.366,7.71,0.998,8.842,4.559,4.699,8.41,6.202,1.366,-999.0,7.861,36.0,
1926,19.73,2.243,15.222,8.807,1.608,11.0,-999.0,17.46,15.287,1.347,9.853,9.014,7.717,5.49,15.435,21.126,8.888,9.0,7.848,6.289,4.997,17.562,12.226,1.295,4.908,0.25,4.0,8.884,1.841,7.405,11.999,1.6,8.484,13.305,6.294,7.361,-999.0,11.92,4.056,15.843,12.619,0.887,5.448,8.231,5.768,10.456,8.005,1.245,-999.0,6.665,23.0,
1927,14.447,3.271,19.827,6.913,2.189,11.0,-999.0,10.976,12.41,2.004,13.542,14.587,6.338,8.758,16.448,18.884,12.647,8.0,8.718,5.553,3.137,17.145,18.198,2.553,6.23,0.0,-999.0,14.286,1.293,8.668,12.861,3.651,8.288,11.809,7.373,7.355,-999.0,10.494,3.348,17.571,8.73,2.037,6.323,10.596,6.651,10.217,6.166,0.82,-999.0,19.6,26.0,
1928,16.601,1.883,16.41,4.892,2.179,5.0,-999.0,18.45,16.656,0.465,8.252,8.971,8.361,9.356,11.299,18.837,7.415,5.0,11.08,5.067,5.948,17.111,12.712,1.171,5.193,0.0,-999.0,12.182,1.2,6.476,14.292,4.974,6.452,10.631,5.311,6.34,-999.0,16.793,3.375,13.874,9.681,1.028,3.5,8.969,4.714,8.017,7.419,1.256,-999.0,11.367,30.0,
1929,25.24,1.617,12.995,2.945,2.128,8.0,-999.0,15.834,21.289,0.997,10.317,12.881,5.557,6.885,11.65,18.449,8.519,7.0,9.498,4.575,3.577,18.637,14.107,1.07,4.888,0.25,-999.0,11.468,2.789,6.873,18.412,2.177,9.425,12.06,5.263,7.248,-999.0,18.423,4.298,14.695,10.393,0.971,3.198,10.281,3.454,9.886,4.819,0.578,-999.0,20.615,24.0,
1930,11.996,2.276,14.959,3.846,3.066,6.0,-999.0,19.059,16.208,0.944,5.912,6.59,5.529,7.403,4.134,18.87,8.244,4.0,6.888,2.398,4.863,14.513,8.179,1.137,7.012,0.75,-999.0,7.996,1.833,4.51,8.281,1.429,3.884,8.554,3.165,4.359,-999.0,10.24,4.036,9.37,9.624,0.747,5.656,4.63,4.33,2.071,4.433,1.662,-999.0,18.762,23.0,
1931,13.715,3.422,13.912,7.053,0.77,9.0,-999.0,11.051,11.656,0.65,8.928,9.348,8.694,5.752,10.832,15.829,11.469,9.0,10.987,4.929,4.084,19.032,9.812,0.852,4.81,0.0,-999.0,8.802,2.526,5.31,12.377,2.985,7.49,8.4,5.681,6.189,-999.0,8.183,2.173,11.341,8.184,0.51,4.685,8.054,5.901,6.343,6.379,1.362,-999.0,14.565,26.0,
1932,20.322,1.749,16.5,2.863,1.473,13.0,-999.0,12.593,18.242,1.093,7.884,9.96,7.004,5.545,12.596,19.688,9.704,11.0,12.577,5.165,4.036,21.889,10.17,1.613,4.963,0.25,-999.0,11.071,1.403,8.472,13.727,3.541,6.464,10.584,5.282,4.685,-999.0,14.61,3.066,16.988,10.764,1.534,8.899,13.464,6.356,10.809,5.559,0.515,-999.0,17.245,30.0,
1933,15.096,2.115,15.345,5.334,2.171,11.0,-999.0,15.996,12.592,1.608,7.629,10.355,5.462,6.558,16.418,17.795,8.451,10.0,10.845,4.496,4.636,16.857,8.897,1.378,4.919,0.25,-999.0,12.435,1.803,5.796,8.772,1.336,7.482,8.902,6.018,5.481,-999.0,10.567,2.59,14.959,8.228,0.805,4.375,7.976,7.565,11.011,5.275,0.94,-999.0,13.942,27.0,
1934,17.522,1.284,12.927,4.84,1.058,11.0,-999.0,13.75,14.08,1.364,7.668,6.418,6.471,4.249,10.064,18.345,9.485,10.0,7.787,3.338,4.701,14.941,9.621,1.178,2.821,0.0,-999.0,14.095,0.851,5.891,14.44,1.357,5.232,9.222,6.593,5.321,-999.0,11.929,2.855,12.416,8.801,0.341,5.192,11.901,5.414,7.954,7.295,0.09,-999.0,12.365,34.0,
1935,15.286,2.12,19.008,5.496,1.542,4.0,-999.0,13.662,12.257,0.429,10.557,7.554,7.943,7.329,18.571,19.163,9.975,9.0,7.981,3.966,5.02,15.917,12.648,0.707,6.422,0.0,7.0,10.333,1.724,6.884,11.048,2.792,6.733,10.419,3.355,6.194,-999.0,12.609,2.43,11.893,12.972,0.8,5.269,10.489,4.539,9.591,6.445,1.891,-999.0,16.168,35.0,
1936,17.864,2.109,9.531,8.17,1.839,20.0,-999.0,17.131,19.592,1.047,7.915,6.992,5.63,4.489,9.63,12.425,11.023,7.0,15.76,4.188,2.957,12.559,7.937,0.658,3.098,0.0,6.0,13.758,1.224,6.076,18.804,0.835,6.117,8.024,5.301,8.072,-999.0,16.362,1.823,13.11,9.546,1.411,7.13,10.898,5.254,7.637,4.331,0.311,-999.0,20.569,29.0,
