Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,0.037,0.0,0.908,2.15,0.0,0.0,0.0,-999.0,-999.0,
1901,0.278,0.0,1.243,2.644,0.0,0.0,0.0,-999.0,-999.0,
1902,0.093,0.0,0.884,2.711,0.0,0.029,0.0,-999.0,-999.0,
1903,0.037,0.0,1.039,2.363,0.0,0.0,0.0,-999.0,-999.0,
1904,0.974,0.0,2.003,4.61,0.0,0.0,0.0,-999.0,-999.0,
1905,0.037,0.0,2.145,5.866,0.0,0.136,0.559,37.0,-999.0,
1906,0.103,0.0,0.22,1.264,0.0,0.023,0.0,47.0,-999.0,
1907,0.328,0.0,1.358,5.483,0.02,0.0,0.0,28.0,-999.0,
1908,0.155,0.0,0.183,0.452,0.0,0.0,0.0,35.0,-999.0,
1909,0.0,0.0,1.472,7.748,0.426,0.104,0.014,35.0,-999.0,
1910,0.067,0.0,0.538,2.979,0.04,0.115,0.0,28.0,-999.0,
1911,0.0,0.0,1.019,4.568,0.009,0.03,0.053,50.0,-999.0,
1912,0.379,0.0,5.15,5.569,0.0,0.052,0.671,33.0,-999.0,
1913,0.0,0.0,0.78,2.973,0.0,0.083,0.0,37.0,-999.0,
1914,0.672,0.0,1.369,3.564,0.0,0.022,0.0,27.0,-999.0,
1915,0.0,0.0,0.576,1.106,0.0,0.02,0.0,56.0,-999.0,
1916,0.0,0.0,2.738,12.884,0.037,0.041,0.095,49.0,-999.0,
1917,0.822,0.0,4.022,8.766,0.017,0.01,0.026,76.0,-999.0,
1918,0.53,0.024,1.917,5.596,0.0,0.092,0.315,50.0,-999.0,
1919,0.067,0.0,1.976,6.4,0.345,0.051,0.103,46.0,-999.0,
1920,0.089,0.0,0.894,3.054,0.0,0.0,0.0,48.0,-999.0,
1921,0.0,0.0,0.17,0.972,0.0,0.0,0.0,43.0,-999.0,
1922,0.034,0.0,0.81,5.264,0.036,0.09,0.0,37.0,-999.0,
1923,0.0,0.0,0.536,2.99,0.018,0.041,0.0,48.0,-999.0,
1924,0.15,0.0,3.41,6.621,0.357,0.133,0.081,41.0,-999.0,
1925,0.033,0.0,0.416,1.219,0.0,0.061,0.0,51.0,-999.0,
1926,0.0,0.0,0.521,1.258,0.0,0.02,0.013,26.0,-999.0,
1927,0.0,0.0,1.29,5.267,0.036,0.0,0.0,42.0,-999.0,
1928,0.0,0.0,0.597,1.055,0.0,0.0,0.0,7.0,-999.0,
1929,0.034,0.0,2.061,7.136,0.069,0.0,0.0,29.0,-999.0,
1930,0.0,0.0,1.375,4.591,0.207,0.06,0.167,44.0,-999.0,
1931,0.0,0.0,0.0,0.038,0.0,0.0,0.0,27.0,-999.0,
1932,0.0,0.0,0.909,4.513,0.034,0.115,0.026,40.0,-999.0,
1933,0.261,0.0,1.873,3.992,0.19,0.235,0.154,55.0,-999.0,
1934,0.466,0.0,0.625,1.064,0.0,0.0,0.0,34.0,-999.0,
1935,0.052,0.0,1.083,3.274,0.125,0.0,0.0,43.0,-999.0,
