Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,0.024,6.709,0.077,8.073,0.015,0.0,0.0,4.735,0.041,0.0,0.021,0.0,0.013,0.065,0.0,0.223,0.0,0.013,0.0,0.0,0.0,0.154,0.042,0.001,0.0,1.117,0.0,0.002,0.0,0.013,0.055,0.0,0.0,0.247,0.0,0.0,0.0,0.917,0.0,0.066,1.235,0.035,0.0,0.034,0.0,0.0,0.004,0.0,0.0,0.05,3.713,
1951,0.02,6.973,0.151,7.701,0.0,0.0,0.0,5.058,0.036,0.0,0.001,0.0,0.003,0.124,0.003,1.151,0.0,0.013,0.0,0.0,0.0,0.283,0.038,0.0,0.0,1.01,0.0,0.0,0.128,0.014,0.096,0.0,0.0,1.706,0.0,0.0,0.0,0.883,0.0,0.066,2.139,0.2,0.0,0.061,0.0,0.0,0.001,0.0,0.0,0.05,-999.0,
1952,0.073,6.653,0.208,8.115,0.01,0.0,0.667,5.666,0.319,0.018,0.143,0.042,0.036,1.058,0.003,0.401,0.0,0.262,0.0,0.009,0.0,0.173,0.103,0.0,0.023,1.007,0.0,0.12,0.086,0.112,0.429,0.001,0.0,2.361,0.001,0.074,0.0,1.52,0.005,0.134,1.989,0.019,0.0,0.2,0.0,0.0,0.013,0.0,0.0,0.05,3.713,
1953,0.14,6.87,0.395,7.956,0.01,0.0,0.0,5.39,0.033,0.0,0.05,0.069,0.016,0.595,0.045,0.346,0.0,0.02,0.0,0.0,0.0,0.464,0.501,0.0,0.063,1.273,0.0,0.002,0.044,0.014,0.093,0.0,0.0,2.61,0.001,0.0,0.0,1.016,0.0,0.078,2.641,0.09,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.05,3.713,
1954,0.176,6.779,1.287,7.923,0.083,0.0,0.0,6.154,0.082,0.0,0.208,0.202,0.06,1.729,0.497,0.307,0.0,0.013,0.0,0.0,0.0,0.227,1.244,0.0,0.011,1.163,0.0,0.002,0.001,0.014,0.099,0.0,0.0,5.22,0.0,0.0,0.0,1.136,0.007,0.486,2.346,0.019,0.0,0.053,0.0,0.0,0.002,0.0,0.0,0.05,3.713,
1955,0.021,6.108,0.052,7.923,0.0,0.0,0.0,5.427,0.032,0.0,0.01,0.0,0.264,0.296,0.005,0.236,0.0,0.085,0.0,0.012,0.022,0.129,0.173,0.0,0.339,0.992,0.0,0.202,0.0,0.03,0.116,0.0,0.0,0.324,0.0,0.0,0.0,0.996,0.184,0.05,1.166,0.133,0.0,0.072,0.0,0.0,0.01,0.0,0.0,0.05,3.713,
1956,0.021,6.302,0.16,7.797,0.0,0.0,0.0,5.307,0.075,0.0,0.01,0.0,0.012,0.429,0.004,0.273,0.0,0.013,0.0,0.0,0.0,0.122,0.153,0.0,0.0,1.074,0.0,0.002,0.002,0.014,0.079,0.0,0.0,2.967,0.016,0.0,0.0,0.865,0.0,0.067,1.758,0.041,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.05,2.227,
1957,0.037,6.978,0.044,8.058,0.0,0.0,0.0,5.678,0.033,0.0,0.009,0.0,0.035,0.047,0.005,0.224,0.0,0.158,0.0,0.0,0.0,0.136,0.059,0.0,0.0,1.25,0.0,0.0,0.059,0.055,0.108,0.0,0.0,0.543,0.0,0.0,0.0,0.936,0.0,0.05,1.761,0.032,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.05,2.227,
1958,0.021,7.778,0.046,8.317,0.0,0.0,0.0,5.613,0.059,0.0,0.011,0.0,0.0,0.036,0.005,0.219,0.0,0.013,0.0,0.0,0.0,0.129,0.046,0.0,0.0,1.172,0.0,0.0,0.073,0.014,0.072,0.0,0.0,0.718,0.0,0.0,0.0,1.031,0.0,0.05,1.83,0.098,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.05,2.227,
1959,0.024,7.876,0.043,8.575,0.0,0.0,0.0,5.02,0.041,0.0,0.009,0.0,0.0,0.063,0.005,0.219,0.0,0.158,0.0,0.0,0.0,0.155,0.046,0.0,0.0,1.075,0.0,0.0,0.003,0.014,0.071,0.0,0.0,0.436,0.0,0.0,0.0,0.984,0.0,0.045,1.4,0.048,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.05,2.227,
1960,0.037,7.249,0.048,8.795,0.0,0.0,0.0,5.402,0.033,0.018,0.009,0.0,0.025,0.036,0.005,0.269,0.0,0.013,0.0,0.0,0.0,0.196,0.034,0.0,0.0,1.246,0.0,0.0,0.024,0.014,0.088,0.0,0.0,0.409,0.0,0.0,0.0,0.912,0.0,0.05,1.36,0.107,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.05,2.361,
1961,0.021,7.457,0.04,8.895,0.0,0.0,0.0,5.678,0.035,0.0,0.01,0.0,0.0,0.037,0.005,0.274,0.0,0.013,0.0,0.0,0.0,0.122,0.056,0.0,0.0,1.339,0.0,0.002,0.003,0.014,0.062,0.0,0.0,0.25,0.045,0.0,0.0,0.864,0.0,0.05,1.076,0.09,0.0,0.029,0.008,0.0,0.0,0.0,0.0,0.05,2.361,
1962,0.095,6.955,0.04,7.897,0.0,0.0,0.0,5.599,0.037,0.0,0.009,0.0,0.0,0.036,0.005,0.207,0.0,0.013,0.0,0.0,0.0,0.143,0.057,0.0,0.0,1.132,0.0,0.002,0.003,0.014,0.062,0.0,0.0,0.506,0.0,0.0,0.0,0.841,0.0,0.05,1.37,0.028,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.05,2.361,
1963,0.099,6.989,0.078,7.929,0.0,0.0,0.0,5.901,0.06,0.0,0.011,0.0,0.001,0.117,0.005,0.359,0.0,0.013,0.0,0.0,0.0,0.21,0.041,0.0,0.047,1.177,0.0,0.002,0.003,0.032,0.062,0.0,0.0,0.435,0.0,0.0,0.0,0.921,0.035,0.05,1.276,0.09,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.05,2.227,
1964,0.03,6.723,0.176,7.875,0.0,0.0,0.0,5.464,0.043,0.0,0.009,0.002,0.111,0.5,0.005,0.35,0.0,0.013,0.0,0.0,0.099,0.18,0.132,0.0,0.237,1.419,0.0,0.002,0.003,0.014,0.094,0.0,0.022,1.341,0.0,0.0,0.0,1.044,0.181,0.05,1.99,0.034,0.0,0.023,0.0,0.0,0.029,0.0,0.0,0.05,2.897,
1965,0.022,6.2,0.03,7.366,0.0,0.0,0.0,5.637,0.032,0.0,0.04,0.0,0.0,0.036,0.005,0.219,0.0,0.166,0.0,0.0,0.0,0.18,0.042,0.0,0.0,1.01,0.0,0.002,0.017,0.029,0.062,0.0,0.001,0.259,0.0,0.0,0.0,0.865,0.0,0.05,1.115,0.026,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.05,2.361,
1966,0.116,7.12,0.156,8.03,0.0,0.0,0.0,5.161,0.033,0.0,0.112,0.125,0.042,0.44,0.161,0.323,0.0,0.013,0.0,0.0,0.0,0.14,0.099,0.001,0.122,1.186,0.0,0.002,0.045,0.085,0.062,0.0,0.001,0.684,0.0,0.0,0.0,0.924,0.069,0.104,1.535,0.024,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.05,2.495,
1967,0.017,6.662,0.059,8.221,0.0,0.0,0.0,5.274,0.032,0.018,0.009,0.0,0.0,0.036,0.005,0.219,0.0,0.009,0.0,0.0,0.0,0.122,0.041,0.0,0.0,1.351,0.0,0.002,0.004,0.014,0.062,0.0,0.0,0.516,0.0,0.0,0.0,0.841,0.0,0.05,1.381,0.042,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.05,2.737,
