Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1960,-999.0,-999.0,3547.58,3197.35,4047.3,2913.54,1896.92,1974.85,2515.81
1961,-999.0,-999.0,3758.7,3745.63,3775.24,2581.65,2048.17,2009.34,2295.1
1962,-999.0,-999.0,4061.53,3530.51,4372.78,2913.83,1794.55,1962.46,2471.15
1963,-999.0,-999.0,4299.4,3817.03,4057.62,2655.18,2255.92,2126.3,2256.4
1964,-999.0,-999.0,3849.48,3649.55,3986.16,2861.23,2241.49,2154.78,2581.41
1965,-999.0,-999.0,3947.88,3505.86,4233.43,2720.47,1785.29,1852.29,2273.37
1966,-999.0,-999.0,3760.56,3398.32,4138.39,2763.06,1988.38,1961.13,2532.63
1967,-999.0,-999.0,3817.17,3391.21,3886.14,2499.4,1912.62,1891.25,2288.38
1968,-999.0,-999.0,3824.9,3660.45,4090.82,2687.44,2035.92,2023.37,2387.27
1969,-999.0,-999.0,3872.66,3518.38,4463.06,3015.85,2028.95,1859.5,2369.07
1970,-999.0,-999.0,4067.8,3742.46,3962.73,2522.21,2182.5,1952.59,2151.12
1971,-999.0,-999.0,3931.52,3627.77,4188.35,2776.47,1813.82,1689.46,2332.19
1972,-999.0,-999.0,3831.06,3305.15,4307.85,2919.41,1551.23,1710.48,2393.01
1973,-999.0,-999.0,3731.0,3293.53,4187.86,2928.75,1879.46,2153.1,2594.31
1974,-999.0,-999.0,3787.32,3225.61,4004.84,2716.92,1617.99,1829.42,2395.94
1975,-999.0,-999.0,3608.75,3174.09,4059.43,2760.54,1654.61,1863.56,2469.31
1976,-999.0,-999.0,3566.61,3395.9,3714.59,2682.82,1791.79,1626.9,2189.56
1977,-999.0,-999.0,4390.53,3913.92,4009.4,2792.69,2347.08,2140.46,2304.54
1978,-999.0,-999.0,4408.71,3802.83,4542.21,2498.14,2395.5,2404.8,2134.9
1979,-999.0,-999.0,4471.81,3648.27,4945.04,3236.08,2156.22,2402.94,2681.68
1980,-999.0,-999.0,3719.47,3373.67,3910.14,2661.55,1946.15,1865.66,2122.39
1981,-999.0,-999.0,3670.37,3602.55,3523.93,2464.27,2024.66,1752.45,1947.3
1982,-999.0,-999.0,4188.74,3651.92,4336.85,2815.01,2023.45,1985.39,2240.5
1983,-999.0,-999.0,3247.88,3093.3,3539.81,2526.4,1755.59,1821.23,2244.15
1984,-999.0,-999.0,4000.43,3398.83,4257.53,2933.33,2066.9,2246.22,2397.52
1985,-999.0,-999.0,3902.82,3325.98,4372.81,3196.77,1879.62,2012.72,2500.92
1986,-999.0,-999.0,3997.43,3504.37,3959.7,2823.7,1900.81,1777.97,2064.92
1987,-999.0,-999.0,3342.21,3394.17,3515.23,2703.96,1876.74,1814.17,2324.57
1988,-999.0,-999.0,3799.68,3380.19,4007.01,2761.13,1938.56,1975.77,2406.65
1989,-999.0,-999.0,3653.27,3279.36,4103.22,3029.64,1706.32,1787.8,2457.78
1990,-999.0,-999.0,3617.47,3390.51,3810.8,2668.24,1756.08,1829.21,2338.74
1991,-999.0,-999.0,3660.93,3055.21,4022.09,2868.05,1636.97,1885.09,2352.82
1992,-999.0,-999.0,3260.79,3193.91,3354.73,2412.1,1609.05,1564.17,2216.29
1993,-999.0,-999.0,3718.29,3368.99,4435.2,3086.45,1777.99,1873.38,2453.68
1994,-999.0,-999.0,4059.43,3720.85,4106.88,2630.65,1943.2,1824.22,2262.26
1995,-999.0,-999.0,3531.98,3152.32,3711.08,2509.63,1723.08,1607.9,2046.6
1996,-999.0,-999.0,3894.4,3542.61,4088.15,2671.08,1939.33,1773.66,2053.11
1997,-999.0,-999.0,3759.55,3062.03,4211.76,2690.59,1655.82,1785.07,2229.93
1998,-999.0,-999.0,3091.54,2897.81,3571.47,2553.12,1662.94,1680.71,2295.1
1999,-999.0,-999.0,3352.77,3013.36,3644.11,2695.61,1491.34,1507.99,2119.03
2000,-999.0,-999.0,3365.45,3183.86,3464.87,2595.35,1662.66,1466.42,2041.67
2001,-999.0,-999.0,4034.74,3469.84,4223.35,2766.95,2023.87,2071.61,2301.06
2002,-999.0,-999.0,3061.34,2780.23,3647.11,2753.7,1613.81,1683.39,2314.83
2003,-999.0,-999.0,3777.96,3653.39,3735.92,2415.45,2005.93,1863.32,2065.48
2004,-999.0,-999.0,3643.65,3506.08,3845.76,2666.36,1937.11,1774.81,2295.46
2005,-999.0,-999.0,3482.29,3293.88,3643.17,2553.88,1655.26,1614.0,2107.81
2006,-999.0,-999.0,3375.46,3090.79,3611.89,2677.15,1744.97,1611.34,2114.39
2007,-999.0,-999.0,3563.38,3143.94,3877.18,2728.31,1723.17,1867.2,2360.11
2008,-999.0,-999.0,3834.67,3186.61,4109.53,2840.04,1657.64,1761.56,2431.14
2009,-999.0,-999.0,3970.84,3400.77,4055.03,2826.78,1757.93,1661.64,2152.01
2010,-999.0,-999.0,3894.15,3312.18,4258.28,2618.11,2167.16,2204.24,2378.34
2011,-999.0,-999.0,3956.03,3490.25,4171.53,2731.46,2052.8,1901.83,2236.65
2012,-999.0,-999.0,3125.65,2851.05,3569.0,2695.86,1503.7,1579.93,2222.87
2013,-999.0,-999.0,3452.0,3065.25,3840.3,2787.93,1562.94,1600.65,2413.4
2014,-999.0,-999.0,4333.21,3539.98,4243.5,2784.33,1979.88,2071.72,2099.02
2015,-999.0,-999.0,3843.05,3611.96,3681.99,2279.77,1949.07,1841.16,1925.49
2016,-999.0,-999.0,3190.6,2805.97,3526.49,2514.04,1534.02,1522.79,2158.65
2017,-999.0,-999.0,3245.56,2890.36,3978.78,3047.61,1372.82,1428.93,2154.34
2018,-999.0,-999.0,3745.08,3265.53,4052.96,2623.55,1726.33,1840.0,1973.96
2019,-999.0,-999.0,3665.53,3195.41,4146.95,2771.71,1567.73,1751.81,2319.83
2020,-999.0,-999.0,3314.41,2926.46,3718.36,2551.98,1476.06,1570.42,2163.61
2021,-999.0,-999.0,3650.57,3138.5,3819.96,2625.61,1837.67,1895.33,2205.13
