Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,3.642,22.509,7.918,14.691,7.353,21.312,39.222,-999.0,-999.0,
1901,2.272,27.071,21.067,20.494,9.647,25.667,55.25,-999.0,-999.0,
1902,0.278,31.179,2.462,4.805,7.409,24.9,44.321,-999.0,-999.0,
1903,0.537,15.325,3.173,3.75,3.337,24.71,28.645,-999.0,-999.0,
1904,0.218,14.48,0.737,4.017,8.125,27.375,27.146,-999.0,-999.0,
1905,0.728,15.159,2.001,5.123,9.33,27.189,38.907,0.0,-999.0,
1906,0.494,15.155,2.763,8.034,11.077,25.089,27.79,0.0,-999.0,
1907,0.293,22.813,2.957,6.808,4.053,17.905,43.69,0.0,-999.0,
1908,2.466,16.093,5.293,7.571,11.846,24.814,32.108,0.0,-999.0,
1909,1.207,22.429,5.053,8.605,5.907,23.83,51.698,0.0,-999.0,
1910,0.906,12.052,6.554,12.509,6.897,32.101,61.061,0.0,-999.0,
1911,7.644,31.205,15.901,14.085,8.143,21.847,72.632,0.0,-999.0,
1912,2.345,17.422,5.831,9.06,5.457,16.253,55.868,0.0,-999.0,
1913,3.333,29.146,20.063,19.107,7.359,25.403,65.325,0.0,-999.0,
1914,3.183,33.498,14.784,14.234,10.509,22.721,49.917,0.0,-999.0,
1915,0.517,20.845,0.628,1.045,11.976,19.959,29.462,1.0,-999.0,
1916,2.632,17.055,15.018,13.654,7.043,18.684,57.586,0.0,-999.0,
1917,3.868,16.78,4.711,12.247,10.632,31.35,54.855,0.0,-999.0,
1918,4.137,29.008,11.16,12.381,9.055,24.507,67.468,0.0,-999.0,
1919,4.767,18.554,7.805,15.098,12.408,28.075,30.799,0.0,-999.0,
1920,0.226,12.025,2.937,6.886,12.357,21.183,30.791,0.0,-999.0,
1921,2.887,33.479,10.407,14.835,6.464,23.47,46.144,0.0,-999.0,
1922,0.718,20.122,8.639,14.181,14.917,30.423,53.919,0.0,-999.0,
1923,1.772,13.362,6.399,5.471,8.53,18.755,41.162,0.0,-999.0,
1924,1.2,30.825,1.849,6.134,10.946,29.684,50.901,0.0,-999.0,
1925,3.122,47.939,11.396,14.965,11.726,22.156,64.39,0.0,-999.0,
1926,2.241,25.295,6.765,14.881,13.506,27.653,45.202,0.0,-999.0,
1927,0.856,22.08,4.753,6.7,9.182,23.423,45.874,0.0,-999.0,
1928,0.851,16.175,1.912,8.643,12.282,27.775,42.468,0.0,-999.0,
1929,1.776,19.949,3.831,15.229,10.305,29.153,48.303,0.0,-999.0,
1930,5.04,39.847,16.927,18.324,9.448,24.817,59.947,0.0,-999.0,
1931,6.109,33.703,20.117,28.478,13.201,35.944,59.872,0.0,-999.0,
