Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1932,1.756,31.399,8.274,13.34,6.96,27.59,41.269,0.0,-999.0,
1933,5.533,28.383,17.609,25.808,12.195,32.539,62.825,0.0,-999.0,
1934,4.782,33.138,26.053,33.115,9.905,36.478,80.274,0.0,-999.0,
1935,1.822,22.608,7.748,21.159,8.804,27.435,45.94,0.0,-999.0,
1936,6.155,41.69,31.248,40.028,10.042,36.051,71.728,0.0,-999.0,
1937,2.367,22.824,10.438,25.92,7.31,32.183,68.179,0.0,-999.0,
1938,0.861,24.652,8.732,16.931,11.943,25.865,60.406,0.0,-999.0,
1939,1.961,24.521,10.858,21.78,14.964,33.654,69.449,0.0,-999.0,
1940,1.594,16.388,9.752,20.867,12.167,32.426,41.359,0.0,-999.0,
1941,3.339,27.466,12.538,16.345,9.446,17.183,37.263,0.0,-999.0,
1942,0.776,20.891,3.824,7.462,14.239,28.224,33.184,0.0,-999.0,
1943,1.683,36.623,7.15,14.494,5.816,27.893,56.09,0.0,-999.0,
1944,6.822,32.228,9.999,6.566,8.83,23.436,44.226,0.0,-999.0,
1945,1.144,16.305,4.658,9.783,8.655,27.817,44.799,0.0,-999.0,
1946,0.724,9.391,4.448,12.42,7.994,29.23,52.41,0.0,-999.0,
1947,1.45,21.928,14.596,18.737,4.845,29.347,58.23,0.0,-999.0,
1948,2.707,23.376,5.905,12.99,3.259,24.798,49.241,0.0,-999.0,
1949,4.689,11.306,4.892,12.662,6.92,23.5,36.38,0.0,-999.0,
1950,0.098,8.627,0.455,3.279,7.815,24.458,27.859,0.0,-999.0,
1951,0.149,29.975,1.514,5.031,8.062,28.183,50.979,0.0,-999.0,
1952,3.75,38.943,9.654,15.64,9.685,29.48,67.355,0.0,-999.0,
1953,5.85,35.952,15.745,13.02,6.259,29.221,66.748,0.0,-999.0,
1954,1.5,53.477,14.538,15.09,2.983,28.481,80.544,0.0,-999.0,
1955,4.711,17.282,13.853,21.741,8.461,28.278,54.171,0.0,-999.0,
1956,0.533,26.024,7.014,14.247,7.914,27.71,79.697,0.0,-999.0,
1957,1.683,15.912,4.446,10.396,2.92,25.631,48.97,0.0,-999.0,
1958,0.017,10.606,1.032,9.632,15.147,31.146,44.934,0.0,-999.0,
1959,1.706,10.451,3.294,16.83,9.914,31.605,39.171,0.0,-999.0,
1960,0.039,17.339,3.604,14.404,12.299,35.934,45.066,0.0,-999.0,
1961,0.351,5.965,1.248,14.392,16.672,33.327,26.079,0.0,-999.0,
1962,0.428,22.837,2.597,3.301,6.155,26.75,46.333,0.0,-999.0,
1963,2.344,18.66,5.06,11.793,5.012,23.616,65.248,0.0,-999.0,
1964,1.283,16.511,6.727,13.726,4.517,27.009,56.97,0.0,-999.0,
1965,0.794,9.052,2.675,5.554,7.721,17.013,43.073,0.0,-999.0,
1966,2.194,13.249,5.997,12.71,7.126,26.906,38.15,0.0,-999.0,
1967,0.067,4.054,0.767,7.311,18.81,26.604,33.248,0.0,-999.0,
1968,0.611,13.185,2.502,9.604,9.931,24.109,29.295,0.0,-999.0,
1969,0.333,18.233,2.128,10.629,5.948,30.965,47.568,1.0,-999.0,
1970,0.233,13.285,4.542,18.178,14.796,31.796,52.658,0.0,-999.0,
1971,0.344,7.451,3.83,12.138,15.043,29.836,37.021,0.0,-999.0,
1972,0.069,13.012,2.662,6.59,11.425,23.846,33.53,0.0,-999.0,
1973,0.794,6.767,2.026,13.022,12.109,26.481,32.585,0.0,-999.0,
1974,0.287,5.39,5.184,15.56,10.103,30.418,41.517,0.0,-999.0,
1975,1.417,6.602,3.196,12.23,6.914,20.875,28.57,0.0,-999.0,
1976,0.206,7.65,5.013,16.907,3.397,22.401,31.88,0.0,-999.0,
1977,1.167,25.521,6.467,9.795,13.037,28.051,51.821,0.0,-999.0,
1978,0.339,20.779,4.398,13.376,8.836,31.696,58.715,0.0,-999.0,
1979,0.22,7.159,1.217,7.5,7.393,30.965,33.239,0.0,-999.0,
1980,1.6,40.867,12.444,18.096,4.27,28.558,74.825,0.0,-999.0,
1981,0.311,20.472,1.928,8.212,11.566,30.25,34.97,0.0,-999.0,
1982,0.433,7.98,1.65,6.774,7.126,19.942,42.376,0.0,-999.0,
1983,2.414,24.647,12.977,20.461,4.779,25.119,51.577,0.0,-999.0,
1984,0.5,8.666,4.01,11.652,7.454,27.013,53.009,0.0,-999.0,
1985,0.204,13.234,2.174,10.343,10.351,28.144,44.545,0.0,-999.0,
1986,0.539,20.669,2.582,5.929,11.46,23.551,32.667,0.0,-999.0,
1987,1.528,18.398,6.482,10.189,9.951,22.513,32.103,0.0,-999.0,
1988,7.167,18.9,18.939,23.755,12.897,30.873,47.333,0.0,-999.0,
1989,0.345,7.245,2.657,10.824,4.172,26.48,34.94,0.0,-999.0,
1990,0.317,23.549,4.031,12.066,14.368,28.442,47.329,0.0,-999.0,
1991,2.316,10.047,5.215,12.551,7.771,23.101,35.846,0.0,-999.0,
1992,0.033,4.348,0.268,1.354,14.173,23.042,15.978,0.0,-999.0,
1993,2.259,21.675,1.248,1.226,2.603,22.235,35.979,0.0,-999.0,
1994,1.067,3.044,1.516,5.852,12.698,35.248,37.628,0.0,-999.0,
1995,1.91,17.535,4.559,10.286,5.069,29.099,39.256,0.0,-999.0,
1996,0.216,6.541,0.938,4.234,14.238,34.214,37.359,0.0,-999.0,
1997,0.47,10.693,1.924,5.083,4.732,24.692,35.607,0.0,-999.0,
1998,0.099,26.787,2.512,9.116,16.423,28.833,64.947,0.0,-999.0,
1999,4.093,21.909,5.001,7.025,6.982,20.956,41.329,0.0,-999.0,
2000,0.018,23.492,3.307,14.715,7.429,37.301,64.735,0.0,-999.0,
2001,1.726,7.92,3.186,11.745,9.554,34.248,49.333,0.0,-999.0,
2002,3.798,14.285,4.369,16.959,9.708,37.503,37.453,0.0,-999.0,
2003,0.286,4.698,3.321,14.668,16.295,37.45,40.329,0.0,-999.0,
2004,0.0,5.362,0.158,4.662,12.899,25.217,21.241,0.0,-999.0,
2005,1.621,15.974,4.572,11.146,10.538,27.08,43.158,0.0,-999.0,
2006,1.149,20.918,4.693,15.668,13.694,27.719,57.073,0.0,-999.0,
2007,1.316,21.587,4.253,11.789,10.863,31.013,18.95,0.0,-999.0,
2008,0.683,12.293,0.621,4.565,9.949,29.544,37.366,0.0,-999.0,
2009,0.017,10.264,0.803,2.175,11.228,29.407,43.667,0.0,-999.0,
2010,2.161,28.901,2.584,4.928,6.644,27.747,44.401,0.0,-999.0,
2011,2.111,32.681,7.39,8.773,4.735,29.722,82.816,0.0,-999.0,
2012,1.706,19.463,13.416,22.325,10.054,37.731,60.307,0.0,-999.0,
2013,0.552,6.956,2.477,7.245,11.473,28.54,45.68,0.0,-999.0,
2014,0.069,6.581,0.888,2.884,13.859,28.823,36.996,0.0,-999.0,
2015,0.478,15.337,0.516,7.34,16.071,28.787,39.0,0.0,-999.0,
2016,1.294,17.338,1.443,8.143,9.583,32.024,37.611,0.0,-999.0,
2017,0.092,5.558,1.617,9.987,13.704,35.485,35.671,0.0,-999.0,
2018,1.107,11.162,2.86,6.449,10.167,35.901,47.671,0.0,-999.0,
2019,0.422,18.876,0.731,2.963,5.549,32.493,41.434,0.0,-999.0,
2020,0.782,7.625,1.148,8.435,11.123,47.478,41.838,0.0,-999.0,
2021,0.724,7.252,1.902,13.553,20.385,38.167,34.32,0.0,-999.0,
