Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,3.917,0.125,5.051,1.569,0.071,1.217,1.938,4.144,2.522,0.0,2.393,3.371,1.597,1.734,2.368,5.073,1.587,1.738,1.884,0.625,0.73,4.984,2.257,0.039,0.937,0.094,1.589,1.942,0.201,0.854,2.214,0.311,1.341,3.095,1.805,1.877,0.626,2.304,0.481,3.062,1.972,0.006,0.745,1.244,1.639,0.993,1.011,0.032,2.176,6.508,4.279,
1951,4.407,0.68,3.46,1.342,0.212,1.711,1.668,4.384,1.787,0.014,1.998,1.319,1.463,2.848,2.659,3.926,1.592,1.645,1.126,0.782,0.831,4.861,2.098,0.118,0.983,0.028,1.203,1.377,0.134,0.697,1.437,0.379,0.326,2.559,1.038,0.746,0.516,1.911,0.666,3.506,1.58,0.071,0.547,1.439,1.658,0.378,1.139,0.0,2.547,7.901,-999.0,
1952,2.905,0.166,3.375,1.55,0.134,3.631,3.044,3.717,2.362,0.037,0.996,1.508,1.469,0.516,1.43,4.972,1.588,2.73,1.899,0.541,0.781,1.842,1.311,0.045,0.717,0.06,1.448,3.56,0.1,1.497,2.781,0.477,0.744,1.307,0.532,1.536,0.98,2.949,0.211,2.18,1.729,0.084,1.681,2.13,0.914,0.659,0.926,0.122,3.119,3.804,5.524,
1953,4.532,0.067,3.301,0.977,0.108,1.96,2.282,6.382,3.364,0.001,0.578,0.598,0.719,0.765,0.937,6.651,0.72,1.256,2.456,0.434,1.212,5.026,0.423,0.226,0.467,0.0,1.379,2.204,0.102,1.0,2.445,0.532,0.348,2.403,1.486,1.407,4.79,3.21,0.801,1.895,1.824,0.016,0.784,1.397,1.623,0.66,0.977,0.039,2.564,2.033,3.757,
1954,2.44,0.314,2.416,1.439,0.074,2.856,0.489,3.478,1.053,0.032,1.745,1.097,1.809,0.907,1.398,2.878,2.446,0.713,3.596,1.16,0.683,2.796,1.768,0.087,0.598,0.056,2.551,1.821,0.313,1.082,2.686,0.336,0.901,1.545,0.886,1.477,4.301,1.963,0.521,3.159,1.354,0.027,0.346,1.749,1.727,2.266,1.114,0.023,2.564,5.658,5.031,
1955,3.249,0.176,2.881,1.65,0.179,5.46,2.773,2.652,2.025,0.13,1.43,1.797,0.648,1.412,1.549,5.75,0.688,3.719,2.921,0.585,0.785,3.996,2.239,0.151,0.67,0.241,0.772,2.893,0.352,1.664,3.358,0.284,0.834,2.25,1.624,1.728,4.301,2.643,0.33,2.313,1.677,0.119,1.228,2.007,1.755,0.746,0.633,0.044,2.514,7.46,3.025,
1956,4.095,0.102,2.472,1.146,0.033,0.405,2.356,3.091,2.911,0.046,1.043,1.193,0.697,0.428,2.011,4.256,0.36,2.01,0.74,0.617,0.768,3.814,1.45,0.062,0.424,0.028,0.243,1.472,0.039,0.465,2.407,0.524,0.916,0.868,1.25,0.911,0.626,3.004,0.358,2.995,1.054,0.0,0.441,1.538,1.636,0.71,0.696,0.029,2.998,6.54,5.908,
1957,4.689,0.11,6.746,1.168,0.35,0.95,0.783,4.284,2.74,0.0,1.878,3.021,0.804,1.64,3.382,4.581,0.169,1.559,0.345,0.469,1.18,4.457,2.476,0.079,0.889,0.028,0.324,0.41,0.135,0.585,2.543,0.808,1.103,3.472,0.96,0.467,0.0,2.053,0.542,4.927,3.158,0.068,0.668,1.857,1.22,0.384,0.637,0.053,2.684,5.755,3.139,
1958,3.058,0.094,4.506,1.644,0.101,1.763,2.626,3.947,2.557,0.014,1.859,1.963,1.159,1.812,1.295,3.781,0.878,2.881,2.002,0.51,0.522,3.931,3.09,0.041,0.798,0.019,0.528,2.523,0.168,0.737,2.703,0.18,0.864,1.679,0.982,1.027,2.003,2.439,0.211,1.636,2.229,0.067,0.08,1.799,1.413,0.513,0.762,0.06,2.709,5.318,5.173,
1959,2.987,0.195,2.988,1.145,0.051,1.863,2.282,6.516,3.187,0.059,1.469,2.054,1.766,1.414,1.51,5.175,1.109,1.964,1.421,0.991,1.218,3.287,1.782,0.062,0.716,0.0,1.393,2.299,0.161,1.376,3.149,0.225,1.378,3.379,0.999,1.159,0.733,5.094,0.226,1.803,2.459,0.0,0.734,2.196,2.166,0.462,1.561,0.03,2.935,4.817,5.013,
