Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1984,0.007,0.423,0.545,2.104,1.132,14.521,12.666,0.0,0.0,
1985,0.015,1.573,0.192,2.428,2.471,17.618,15.603,0.0,0.0,
1986,0.024,3.647,0.328,0.642,1.532,14.811,9.127,0.0,0.0,
1987,0.063,1.998,0.977,1.725,1.454,15.419,6.806,0.0,0.0,
1988,1.405,2.798,5.139,8.185,2.535,17.424,10.736,0.0,0.0,
1989,0.005,0.16,0.194,3.018,0.68,18.444,7.444,0.0,0.0,
1990,0.057,3.435,0.527,2.533,3.39,16.852,14.273,0.0,0.0,
1991,0.449,0.448,0.583,2.409,1.061,13.937,6.867,0.0,0.0,
1992,0.002,0.173,0.002,0.122,3.509,14.872,2.513,0.0,0.0,
1993,0.209,2.804,0.032,0.044,0.199,14.198,8.898,0.0,0.0,
1994,0.061,0.042,0.031,0.602,3.485,22.165,11.838,0.0,0.0,
1995,0.267,2.057,0.695,2.392,0.39,17.407,10.311,0.0,0.0,
1996,0.005,0.413,0.008,0.662,2.986,21.323,11.771,0.0,0.0,
1997,0.177,0.697,0.137,0.494,0.572,16.222,6.555,0.0,0.0,
1998,0.027,4.759,0.138,1.735,3.657,17.756,30.128,0.0,0.0,
1999,0.693,3.973,0.783,1.298,0.884,13.106,14.136,0.0,0.0,
2000,0.015,6.504,0.763,3.099,1.486,20.83,28.326,0.0,0.0,
2001,0.239,0.472,0.151,2.537,1.985,21.313,19.782,0.0,0.0,
2002,0.148,1.08,0.181,4.958,2.717,22.332,8.582,0.0,0.0,
2003,0.0,0.428,0.796,4.893,4.786,23.543,15.616,0.0,0.0,
2004,0.0,0.127,0.007,0.882,2.05,15.19,4.648,0.0,0.0,
2005,0.066,1.468,0.554,2.691,1.807,18.853,11.349,0.0,0.0,
2006,0.121,3.278,0.88,5.152,3.803,20.4,21.969,0.0,0.0,
2007,0.187,5.372,0.826,4.277,2.708,19.471,4.549,0.0,0.0,
2008,0.015,1.421,0.017,0.846,2.042,17.181,11.401,0.0,0.0,
2009,0.01,1.039,0.016,0.164,2.49,18.715,17.849,0.0,0.0,
2010,0.562,4.249,0.343,0.883,0.639,17.099,14.113,0.0,0.0,
2011,0.599,6.672,1.534,1.385,0.236,18.971,49.987,0.0,0.0,
2012,0.681,5.701,4.451,6.074,1.993,21.214,27.593,0.0,0.0,
2013,0.022,0.392,0.211,1.097,2.232,18.705,14.62,0.0,0.0,
2014,0.0,0.22,0.115,0.504,2.62,16.769,10.218,0.0,0.0,
2015,0.004,1.393,0.017,1.125,5.468,17.505,10.106,0.0,0.0,
2016,0.083,0.954,0.045,1.524,1.455,18.565,12.353,0.0,0.0,
2017,0.013,0.122,0.12,2.624,3.325,19.867,9.149,0.0,0.0,
2018,0.066,0.563,0.176,1.384,3.014,21.628,15.53,0.0,0.0,
2019,0.051,1.487,0.008,0.263,0.601,17.923,14.481,0.0,0.0,
2020,0.051,0.215,0.04,1.345,2.664,27.282,15.422,0.0,0.0,
2021,0.048,0.196,0.125,3.948,6.336,23.044,7.617,0.0,0.0,
