Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,31.961,28.339,26.929,23.727,0.462,2.169,9.535,115.568,36.017,0.252,6.163,7.123,2.673,9.821,7.874,80.029,0.088,15.935,2.176,0.952,0.782,44.34,8.216,0.089,3.112,7.051,0.141,14.721,4.18,2.595,23.996,0.135,2.461,23.991,0.164,3.403,3.281,40.524,0.889,14.761,63.49,3.23,1.145,12.353,0.306,3.71,0.749,0.023,0.0,111.236,122.55,
1951,54.776,30.757,48.923,23.095,0.544,4.042,16.654,119.462,49.25,0.491,9.18,9.242,4.697,16.846,16.639,91.499,0.088,18.202,1.912,0.873,0.946,62.71,14.71,0.348,5.222,7.567,0.141,16.133,8.062,2.631,28.585,0.52,3.335,47.438,0.152,3.715,7.503,47.257,1.419,21.697,80.945,5.009,0.178,13.864,0.272,3.218,1.215,0.146,0.0,114.785,-999.0,
1952,62.615,31.294,46.612,23.904,0.578,8.751,30.832,129.416,59.804,0.291,24.521,24.131,12.229,32.782,32.228,75.587,0.351,30.85,6.025,3.017,2.146,62.166,29.692,0.13,9.601,7.329,0.514,24.718,6.788,6.774,36.348,0.296,12.938,57.754,0.266,11.264,10.462,54.119,3.094,32.692,70.579,4.411,2.252,22.808,0.512,8.083,3.123,0.09,0.0,93.112,157.015,
1953,57.873,30.311,52.09,22.707,0.745,5.338,22.689,140.813,57.349,0.278,23.346,20.287,16.172,28.489,24.879,86.698,0.123,20.994,5.75,3.398,4.617,69.315,31.483,0.169,14.252,7.74,0.828,14.863,7.796,6.409,30.628,0.443,8.571,48.407,0.183,6.02,4.056,54.441,5.719,30.381,78.44,4.961,4.577,18.921,0.333,5.649,4.186,0.106,0.0,105.568,130.719,
1954,64.638,33.346,63.626,23.702,1.371,2.489,12.315,133.538,51.766,0.385,25.314,18.161,13.756,44.707,24.864,90.817,0.04,15.682,1.359,1.006,2.035,78.659,42.18,0.27,13.744,7.884,0.141,10.487,7.09,2.566,26.642,0.613,5.74,68.782,0.167,3.523,1.802,50.105,5.427,31.792,82.164,6.886,0.178,15.044,0.294,2.817,2.324,0.858,0.0,101.635,149.124,
1955,45.778,27.203,43.346,22.706,0.685,11.44,39.736,116.531,46.213,0.317,26.493,24.675,23.951,33.354,27.877,72.727,1.01,31.591,11.316,5.306,7.065,58.532,25.209,0.392,19.719,7.192,2.643,30.33,4.095,10.756,34.678,1.272,13.609,44.713,0.335,11.428,15.115,54.864,7.923,25.245,71.992,5.483,4.856,20.279,0.506,6.129,9.039,0.21,0.0,72.806,158.776,
1956,37.016,29.918,41.065,22.913,0.381,2.233,13.612,108.297,37.015,0.27,13.892,13.857,8.642,27.849,17.601,59.087,0.387,17.247,1.716,1.281,1.871,50.572,23.134,0.148,6.704,7.532,0.751,11.023,5.212,2.493,24.367,0.286,4.718,53.552,0.311,3.694,2.505,39.144,2.261,19.797,71.215,4.76,0.776,12.905,0.678,2.138,1.38,0.088,0.0,97.67,98.895,
1957,49.042,33.257,42.78,22.663,0.402,5.026,19.069,134.864,42.197,0.217,19.641,13.007,15.229,26.635,18.188,81.939,0.057,21.99,3.54,2.05,2.791,61.331,25.558,0.21,9.517,7.149,0.402,14.882,7.244,4.219,23.583,0.753,4.872,45.087,0.157,5.504,4.516,43.18,4.561,20.496,71.448,5.023,1.073,15.615,0.303,3.177,2.087,0.094,0.0,108.515,139.514,
1958,54.664,35.255,48.977,25.547,0.497,3.43,19.489,132.894,47.179,0.28,10.64,9.315,5.001,17.147,19.133,98.969,0.098,18.173,1.858,1.263,1.589,65.752,17.728,0.168,4.857,7.625,0.55,12.109,6.25,3.188,31.075,0.764,2.835,44.094,0.331,3.462,4.688,51.373,2.776,23.206,77.648,5.73,1.134,15.906,1.121,2.596,1.123,0.058,0.0,106.491,161.384,
1959,53.782,33.572,41.383,25.414,0.492,10.424,38.128,148.553,47.953,0.387,26.555,22.967,15.624,22.852,26.164,87.093,0.019,36.414,7.739,6.017,4.406,56.916,24.083,0.336,9.038,8.029,1.472,27.065,5.432,10.867,34.829,0.942,12.687,42.094,0.361,10.669,11.768,50.745,5.22,19.866,70.089,6.206,5.784,22.669,0.432,5.415,5.968,0.053,0.0,116.464,124.697,
