Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1925,0.25,15.059,2.208,4.266,3.601,8.017,27.241,0.0,-999.0,
1926,0.305,4.003,1.356,5.793,4.72,9.747,14.399,0.0,-999.0,
1927,0.0,2.981,0.228,0.896,2.423,7.23,16.086,0.0,-999.0,
1928,0.017,1.151,0.0,1.6,5.006,9.837,15.189,0.0,-999.0,
1929,0.0,2.085,0.205,4.481,1.914,11.211,19.577,0.0,-999.0,
1930,1.236,15.669,7.087,8.64,1.839,8.13,28.281,0.0,-999.0,
1931,0.586,5.709,4.982,13.379,3.356,14.925,16.158,0.0,-999.0,
1932,0.217,5.553,1.208,3.657,1.517,9.885,13.722,0.0,-999.0,
1933,0.733,4.41,3.474,9.803,3.695,13.075,26.491,0.0,-999.0,
1934,0.971,10.366,13.212,17.606,3.161,14.032,47.436,0.0,-999.0,
1935,0.046,4.397,0.982,8.652,2.56,9.889,19.004,0.0,-999.0,
1936,1.793,13.752,18.555,24.459,2.625,14.301,41.11,0.0,-999.0,
1937,0.133,2.488,1.202,10.311,1.351,12.231,30.235,0.0,-999.0,
1938,0.017,4.688,1.498,6.114,3.339,8.907,19.496,0.0,-999.0,
1939,0.0,5.289,2.807,6.783,5.536,13.222,29.436,0.0,-999.0,
1940,0.083,1.48,2.471,7.814,3.204,11.83,15.308,0.0,-999.0,
1941,0.067,2.27,2.5,5.091,3.161,4.137,8.702,0.0,-999.0,
1942,0.0,2.664,0.192,2.115,4.632,10.109,9.632,0.0,-999.0,
1943,0.028,9.835,1.189,4.097,0.828,8.74,27.679,0.0,-999.0,
1944,0.511,5.463,1.052,1.211,1.759,8.859,18.325,0.0,-999.0,
1945,0.017,1.507,0.35,2.101,1.446,9.994,13.132,0.0,-999.0,
1946,0.0,0.894,0.939,3.369,2.451,9.443,23.316,0.0,-999.0,
1947,0.0,6.025,4.315,7.513,0.655,9.833,22.287,0.0,-999.0,
1948,0.402,2.193,0.608,3.021,0.362,7.256,17.956,0.0,-999.0,
1949,0.417,0.57,0.209,3.01,1.552,6.867,7.453,0.0,-999.0,
1950,0.0,0.607,0.009,0.397,0.946,10.378,6.526,0.0,-999.0,
1951,0.0,4.874,0.161,0.503,1.417,9.67,23.756,0.0,-999.0,
1952,0.156,10.316,2.026,4.047,1.863,9.856,30.474,0.0,-999.0,
1953,0.856,6.382,3.515,2.824,1.293,10.022,28.838,0.0,-999.0,
1954,0.256,18.403,5.641,5.822,0.172,9.308,40.224,0.0,-999.0,
1955,0.628,0.703,1.866,7.91,1.905,9.961,14.949,0.0,-999.0,
1956,0.0,3.884,1.361,3.567,1.793,8.327,35.667,0.0,-999.0,
1957,0.233,0.695,0.299,2.718,0.034,8.784,19.338,0.0,-999.0,
1958,0.0,0.126,0.009,1.549,3.009,10.673,12.329,0.0,-999.0,
1959,0.0,0.542,0.035,3.846,3.408,10.938,8.447,0.0,-999.0,
1960,0.0,0.98,0.182,3.64,3.989,14.792,14.877,0.0,-999.0,
1961,0.0,0.13,0.002,3.138,5.477,13.179,4.693,0.0,-999.0,
1962,0.0,2.422,0.399,0.303,1.517,7.881,18.231,0.0,-999.0,
1963,0.111,1.438,0.529,2.788,0.393,7.217,25.051,0.0,-999.0,
1964,0.078,2.352,0.653,4.178,0.879,8.126,23.667,0.0,-999.0,
1965,0.0,0.221,0.159,1.405,1.299,3.491,10.427,0.0,-999.0,
1966,0.367,1.98,1.354,3.739,1.052,9.208,12.056,0.0,-999.0,
1967,0.0,0.032,0.052,1.108,5.881,9.305,11.316,0.0,-999.0,
1968,0.0,0.849,0.006,2.019,2.707,6.936,4.919,0.0,-999.0,
1969,0.0,3.099,0.15,2.289,0.828,10.956,21.487,0.0,-999.0,
1970,0.0,1.375,0.56,4.62,3.092,10.777,19.517,0.0,-999.0,
1971,0.0,0.663,0.172,2.794,5.431,11.176,9.085,0.0,-999.0,
1972,0.0,0.802,0.09,0.568,3.644,8.425,5.667,0.0,-999.0,
1973,0.017,0.173,0.071,3.058,2.121,9.843,6.718,0.0,-999.0,
1974,0.0,0.433,0.92,5.201,1.655,9.66,14.239,0.0,-999.0,
1975,0.268,0.097,0.196,2.484,2.397,5.837,4.531,0.0,-999.0,
1976,0.0,0.211,0.557,4.789,0.345,7.468,6.449,0.0,-999.0,
1977,0.172,2.915,0.576,2.652,3.954,9.147,12.427,0.0,-999.0,
1978,0.0,2.884,0.41,2.964,2.638,12.462,24.193,0.0,-999.0,
1979,0.0,0.163,0.078,1.328,2.113,11.23,5.675,0.0,-999.0,
1980,0.2,11.782,4.114,5.93,0.879,10.263,39.756,0.0,-999.0,
1981,0.0,2.029,0.089,2.179,3.557,10.933,8.043,0.0,-999.0,
1982,0.0,0.171,0.109,1.224,1.218,5.929,12.056,0.0,-999.0,
1983,0.069,4.324,2.962,6.132,0.667,7.336,18.82,0.0,-999.0,
1984,0.0,0.378,0.483,2.235,1.517,9.119,15.307,0.0,-999.0,
1985,0.0,1.318,0.18,2.556,2.69,10.769,16.626,0.0,-999.0,
1986,0.05,3.759,0.341,0.851,1.897,7.686,10.222,0.0,-999.0,
1987,0.0,1.595,1.04,2.237,2.327,7.77,8.256,0.0,-999.0,
1988,0.889,2.123,5.518,8.752,3.828,10.699,13.769,0.0,-999.0,
1989,0.023,0.104,0.21,2.853,0.534,8.258,9.261,0.0,-999.0,
1990,0.0,2.701,0.477,3.022,4.575,11.365,16.021,0.0,-999.0,
1991,0.069,0.269,0.546,2.91,0.911,7.042,8.427,0.0,-999.0,
1992,0.0,0.136,0.0,0.057,5.0,7.106,2.048,0.0,-999.0,
1993,0.19,2.298,0.045,0.016,0.305,6.902,9.615,0.0,-999.0,
1994,0.017,0.034,0.009,0.483,3.707,13.552,10.735,0.0,-999.0,
1995,0.224,1.643,0.628,3.14,0.552,10.795,11.517,0.0,-999.0,
1996,0.0,0.166,0.018,0.535,4.964,13.431,11.209,0.0,-999.0,
1997,0.018,0.688,0.116,0.728,0.804,6.811,5.667,0.0,-999.0,
1998,0.0,4.052,0.102,1.918,5.327,12.123,28.346,0.0,-999.0,
1999,0.253,3.977,0.81,1.453,0.875,6.094,14.419,0.0,-999.0,
2000,0.0,6.341,0.705,3.665,1.25,13.413,30.795,0.0,-999.0,
2001,0.167,0.224,0.072,2.525,2.554,11.189,21.0,0.0,-999.0,
2002,0.143,0.756,0.104,5.387,3.256,14.692,8.573,0.0,-999.0,
2003,0.0,0.424,0.655,4.609,5.397,15.462,16.376,0.0,-999.0,
2004,0.0,0.039,0.003,1.01,3.119,7.047,3.842,0.0,-999.0,
2005,0.0,1.297,0.467,2.867,1.942,9.523,10.303,0.0,-999.0,
2006,0.052,3.493,0.543,5.511,4.994,10.424,23.201,0.0,-999.0,
2007,0.0,5.615,0.585,3.264,2.655,10.15,4.351,0.0,-999.0,
2008,0.0,1.508,0.025,0.652,2.84,9.895,10.037,0.0,-999.0,
2009,0.0,0.83,0.005,0.08,3.296,10.179,17.882,0.0,-999.0,
2010,0.178,3.627,0.296,0.605,0.713,9.457,15.0,0.0,-999.0,
2011,0.356,6.534,1.161,1.598,0.315,10.405,49.709,0.0,-999.0,
2012,0.111,5.077,4.3,7.553,1.988,13.616,27.833,0.0,-999.0,
2013,0.0,0.244,0.139,1.314,2.46,9.55,13.974,0.0,-999.0,
2014,0.0,0.147,0.086,0.61,4.417,9.61,9.425,0.0,-999.0,
2015,0.0,1.317,0.0,0.95,6.0,9.397,10.202,0.0,-999.0,
2016,0.017,0.704,0.007,1.231,2.119,11.816,10.162,0.0,-999.0,
2017,0.0,0.134,0.103,2.395,3.012,13.742,9.162,0.0,-999.0,
2018,0.036,0.658,0.129,1.119,2.359,12.876,13.536,0.0,-999.0,
2019,0.0,1.363,0.0,0.407,0.722,11.525,12.658,0.0,-999.0,
2020,0.0,0.086,0.021,1.088,3.148,18.867,12.903,0.0,-999.0,
2021,0.0,0.278,0.098,3.317,7.231,15.944,6.658,0.0,-999.0,
