Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,740.99,478.54,319.04,146.73,1813.09,2115.25,986.99
1896,-999.0,-999.0,747.49,499.64,354.1,251.02,2073.81,2471.14,1126.7
1897,-999.0,-999.0,735.65,405.8,391.83,224.32,1941.83,2346.65,1104.63
1898,-999.0,-999.0,761.72,589.91,379.65,249.59,1966.04,2180.53,1154.77
1899,-999.0,-999.0,767.31,499.16,352.71,148.0,2006.2,2386.09,1003.03
1900,-999.0,-999.0,888.08,656.47,489.81,185.01,2065.07,2342.79,1029.11
1901,-999.0,-999.0,944.08,580.05,513.4,221.34,1804.71,2454.99,1114.81
1902,-999.0,-999.0,578.34,353.99,281.02,135.82,1985.82,2380.22,1044.33
1903,-999.0,-999.0,535.22,318.11,274.68,161.96,1650.19,1843.45,1016.31
1904,-999.0,-999.0,507.36,371.36,276.31,210.0,1721.91,2126.7,1023.18
1905,-999.0,-999.0,655.18,426.3,350.36,217.72,1939.22,2288.8,1020.44
1906,-999.0,-999.0,723.98,548.91,337.85,279.86,1864.39,2066.99,993.25
1907,-999.0,-999.0,542.18,332.77,295.74,140.44,1825.84,2239.85,910.31
1908,-999.0,-999.0,689.09,498.87,335.11,199.14,1875.19,2157.34,932.29
1909,-999.0,-999.0,675.25,360.17,425.37,166.14,1827.25,2377.27,1009.35
1910,-999.0,-999.0,670.19,419.94,389.52,176.59,1727.55,2334.99,1207.51
1911,-999.0,-999.0,865.78,561.99,403.55,172.58,2109.43,2561.68,989.01
1912,-999.0,-999.0,613.5,380.78,294.86,124.41,1847.94,2216.09,833.12
1913,-999.0,-999.0,821.38,434.59,451.69,190.73,1808.64,2192.21,959.38
1914,-999.0,-999.0,827.8,408.43,454.82,206.01,1913.96,2260.8,1050.45
1915,-999.0,-999.0,430.75,362.58,202.94,226.32,1836.28,2029.34,959.58
1916,-999.0,-999.0,805.8,463.37,401.78,143.21,1777.99,2288.23,941.95
1917,-999.0,-999.0,515.06,427.3,358.46,241.17,1552.36,2074.43,1089.4
1918,-999.0,-999.0,759.2,446.57,417.81,238.61,1836.76,2424.3,1104.01
1919,-999.0,-999.0,831.34,480.29,517.58,236.91,1944.38,2101.39,1097.14
1920,-999.0,-999.0,622.85,407.24,373.34,220.92,1698.2,2088.84,967.84
1921,-999.0,-999.0,1018.19,583.32,507.06,195.43,2108.08,2458.45,1080.44
1922,-999.0,-999.0,792.01,470.63,478.34,267.07,1930.91,2391.23,1212.94
1923,-999.0,-999.0,715.55,408.55,411.13,244.82,1760.45,2278.51,960.33
