Year,Northeast,Southeast,Midwest,Northern Great Plains,Northwest,Southwest,Southern Great Plains,Alaska,Hawaii,Puerto Rico
1900,8.16,59.626,13.586,7.187,0.676,2.016,41.333,-999.0,-999.0,
1901,9.494,48.579,15.939,7.448,0.324,3.031,38.889,-999.0,-999.0,
1902,2.377,53.239,5.902,1.748,0.136,1.886,54.571,-999.0,-999.0,
1903,2.414,40.43,5.808,1.961,0.196,1.948,43.984,-999.0,-999.0,
1904,2.763,32.921,3.359,1.155,0.271,2.442,34.909,-999.0,-999.0,
1905,5.716,56.406,5.696,1.364,0.32,1.721,49.833,0.0,-999.0,
1906,5.443,49.734,6.53,1.466,0.962,1.884,38.726,0.0,-999.0,
1907,3.04,44.186,6.329,2.32,0.1,1.622,45.695,0.0,-999.0,
1908,3.994,43.642,6.352,2.155,0.481,2.558,43.603,0.0,-999.0,
1909,2.477,50.653,8.267,4.949,0.071,2.434,50.505,0.0,-999.0,
1910,3.23,42.534,5.965,1.946,0.32,2.705,47.632,0.0,-999.0,
1911,4.908,55.205,11.925,4.14,0.655,1.542,62.943,0.0,-999.0,
1912,2.575,52.627,8.359,2.863,0.269,1.34,49.979,0.0,-999.0,
1913,3.03,46.847,16.217,6.053,0.417,2.156,46.825,0.0,-999.0,
1914,3.42,54.124,12.81,4.752,0.148,0.862,53.478,0.0,-999.0,
1915,2.544,49.651,4.009,0.268,0.214,1.051,40.509,1.0,-999.0,
1916,6.402,52.671,16.283,6.837,0.071,1.573,53.681,0.0,-999.0,
1917,3.994,37.807,5.608,3.307,0.362,2.458,44.538,0.0,-999.0,
1918,5.857,40.531,11.077,3.02,0.466,2.278,51.374,0.0,-999.0,
1919,3.967,52.543,9.516,5.234,0.103,3.347,42.722,0.0,-999.0,
1920,1.411,42.336,4.569,2.029,0.232,2.049,40.0,0.0,-999.0,
1921,6.149,61.421,15.867,4.143,0.161,3.983,53.782,0.0,-999.0,
1922,2.033,50.54,8.982,3.338,0.28,2.823,48.198,0.0,-999.0,
1923,2.2,48.535,9.723,3.987,0.188,1.602,51.185,0.0,-999.0,
1924,1.868,50.903,5.446,1.414,0.464,1.759,48.059,0.0,-999.0,
1925,3.695,60.75,10.003,3.588,0.315,2.62,60.829,0.0,-999.0,
1926,3.868,57.425,8.249,3.401,0.375,2.083,44.952,0.0,-999.0,
1927,1.615,51.209,5.269,2.67,0.161,2.01,42.919,0.0,-999.0,
1928,4.057,52.023,7.43,2.338,0.621,2.366,44.212,0.0,-999.0,
1929,3.46,45.169,6.904,5.122,0.259,2.643,46.077,0.0,-999.0,
1930,4.034,51.872,12.165,6.368,0.603,2.201,50.82,0.0,-999.0,
1931,7.034,56.265,21.447,11.414,0.397,4.765,56.855,0.0,-999.0,
1932,3.678,58.875,10.378,5.374,0.069,2.766,49.192,0.0,-999.0,
1933,4.75,59.083,14.108,6.495,0.19,3.461,58.066,0.0,-999.0,
1934,4.793,63.096,19.769,11.38,0.293,4.151,68.769,0.0,-999.0,
1935,5.718,54.372,15.852,9.776,0.44,2.987,53.098,0.0,-999.0,
1936,4.431,64.208,22.677,15.611,0.125,4.683,63.794,0.0,-999.0,
1937,5.228,55.971,13.229,9.827,0.25,3.792,60.727,0.0,-999.0,
1938,5.278,53.046,12.147,6.838,0.464,2.33,55.188,0.0,-999.0,
1939,4.394,57.189,10.464,5.819,0.554,3.32,58.295,0.0,-999.0,
1940,4.283,44.817,11.236,6.779,0.111,3.154,35.568,0.0,-999.0,
1941,4.717,67.128,14.164,5.798,0.554,1.863,47.925,0.0,-999.0,
1942,4.695,53.923,10.285,3.901,0.138,1.987,45.741,0.0,-999.0,
1943,5.75,61.727,15.469,6.579,0.155,2.53,56.62,0.0,-999.0,
1944,5.722,52.312,10.413,3.425,0.069,1.699,47.35,0.0,-999.0,
1945,3.649,52.164,6.819,3.604,0.143,2.256,43.162,0.0,-999.0,
1946,1.661,42.754,7.642,3.46,0.518,2.88,50.59,0.0,-999.0,
1947,5.411,49.998,16.934,7.511,0.155,2.69,47.747,0.0,-999.0,
1948,4.195,46.825,7.25,2.815,0.034,2.455,41.412,0.0,-999.0,
1949,8.611,55.96,15.047,5.107,0.052,2.634,45.62,0.0,-999.0,
1950,1.943,38.565,2.89,0.77,0.0,1.567,36.991,0.0,-999.0,
1951,2.575,50.194,5.038,1.998,0.071,2.141,52.859,0.0,-999.0,
1952,7.172,53.237,12.815,4.365,0.125,2.092,54.859,0.0,-999.0,
1953,4.667,53.313,13.484,6.954,0.103,3.407,53.966,0.0,-999.0,
1954,1.911,56.963,13.328,5.899,0.138,4.099,67.36,0.0,-999.0,
1955,8.783,47.766,16.295,9.978,0.214,2.108,54.825,0.0,-999.0,
1956,2.183,38.665,7.69,3.029,0.167,2.102,52.188,0.0,-999.0,
1957,3.2,45.914,9.739,4.974,0.0,2.801,49.637,0.0,-999.0,
1958,2.46,50.66,5.352,2.256,0.483,3.459,49.781,0.0,-999.0,
1959,7.622,50.825,13.024,4.978,0.138,4.01,48.408,0.0,-999.0,
1960,1.572,43.187,5.347,3.814,0.397,3.965,43.469,0.0,-999.0,
1961,4.414,34.062,6.073,2.792,0.69,4.715,38.211,0.0,-999.0,
1962,1.322,44.449,4.41,1.417,0.052,1.814,48.376,0.0,-999.0,
1963,2.072,39.708,6.342,5.147,0.071,2.965,57.624,0.0,-999.0,
1964,2.806,45.775,9.503,5.12,0.034,3.129,60.573,0.0,-999.0,
1965,2.744,41.8,4.675,1.626,0.31,1.802,48.996,0.0,-999.0,
1966,3.144,41.387,7.971,5.157,0.034,3.739,47.282,0.0,-999.0,
1967,1.828,32.394,2.892,0.811,0.179,3.73,35.949,0.0,-999.0,
1968,4.878,43.951,12.55,3.698,0.362,2.048,41.043,0.0,-999.0,
1969,4.822,46.899,8.428,3.621,0.207,4.484,46.581,0.0,-999.0,
1970,3.728,48.46,10.18,4.671,0.31,4.23,53.829,0.0,-999.0,
1971,3.239,39.195,6.431,2.808,0.276,4.333,43.175,0.0,-999.0,
1972,3.621,36.53,7.784,2.412,0.103,2.921,41.59,0.0,-999.0,
1973,4.906,47.004,8.643,3.442,0.052,2.947,39.778,0.0,-999.0,
1974,2.54,32.449,6.462,4.299,0.052,3.123,39.53,-999.0,-999.0,
1975,3.56,40.769,8.661,5.51,0.638,1.881,41.308,0.0,-999.0,
1976,2.039,25.937,5.429,3.814,0.103,2.327,29.308,0.0,-999.0,
1977,4.557,52.714,11.961,4.428,0.276,3.967,55.791,0.0,-999.0,
1978,3.394,45.231,9.419,4.06,0.172,3.212,57.735,0.0,-999.0,
1979,4.724,41.169,5.877,2.286,0.0,2.525,39.603,0.0,-999.0,
1980,4.444,56.826,13.483,5.311,0.0,4.439,66.855,0.0,-999.0,
1981,3.489,49.625,8.29,3.175,0.052,4.035,50.889,0.0,-999.0,
1982,2.3,45.405,6.317,2.946,0.19,2.939,47.35,0.0,-999.0,
1983,4.063,47.59,15.066,8.727,0.086,3.692,50.559,0.0,-999.0,
1984,4.011,36.866,6.272,2.577,0.155,4.045,43.351,0.0,-999.0,
1985,3.426,44.114,5.859,2.12,0.089,3.269,46.923,0.0,-999.0,
1986,3.406,55.454,9.826,4.151,0.138,2.878,56.735,0.0,-999.0,
1987,4.978,50.326,12.741,5.256,0.093,2.413,44.748,0.0,-999.0,
1988,7.728,48.295,16.975,8.148,0.149,4.569,48.115,0.0,-999.0,
1989,3.621,45.994,7.747,4.268,0.0,3.36,46.265,0.0,-999.0,
1990,3.128,49.829,9.185,4.943,0.448,4.843,57.829,0.0,-999.0,
1991,3.776,60.822,13.795,6.282,0.054,2.892,53.658,0.0,-999.0,
1992,1.511,37.587,3.596,0.734,0.446,2.827,34.478,0.0,-999.0,
1993,4.305,54.114,10.807,2.149,0.0,2.778,54.009,0.0,-999.0,
1994,4.606,43.71,6.962,1.94,0.552,5.739,47.205,0.0,-999.0,
1995,5.808,53.678,14.875,5.877,0.224,3.519,47.987,0.0,-999.0,
1996,2.006,44.647,6.958,2.591,0.179,4.77,52.846,0.0,-999.0,
1997,2.256,44.031,7.909,3.631,0.143,3.387,46.987,0.0,-999.0,
1998,4.13,68.352,10.923,3.729,0.821,6.258,66.746,0.0,-999.0,
1999,7.722,54.133,13.253,5.47,0.214,4.204,54.239,0.0,-999.0,
2000,2.94,50.528,8.885,4.857,0.268,6.083,62.5,0.0,-999.0,
2001,5.012,51.521,13.355,6.928,0.25,4.346,53.535,0.0,-999.0,
2002,6.881,59.891,15.153,9.175,0.714,6.211,53.504,0.0,-999.0,
2003,4.661,54.308,6.24,3.644,0.365,8.472,44.842,0.0,-999.0,
2004,3.598,49.267,4.743,1.899,0.75,3.497,37.974,0.0,-999.0,
2005,8.874,60.203,13.023,6.147,0.192,4.17,47.731,0.0,-999.0,
2006,6.96,54.712,13.643,5.164,1.117,6.219,52.833,0.0,-999.0,
2007,4.207,57.624,11.204,5.712,0.393,5.667,47.784,0.0,-999.0,
2008,3.239,50.604,6.178,1.817,0.301,5.952,45.12,0.0,-999.0,
2009,2.828,49.316,4.813,1.1,0.549,5.433,46.658,0.0,-999.0,
2010,8.477,74.727,16.247,4.358,0.034,6.777,68.635,0.0,-999.0,
2011,6.583,62.709,18.052,7.815,0.056,7.379,73.85,0.0,-999.0,
2012,6.444,57.484,15.099,6.843,0.321,9.204,57.434,0.0,-999.0,
2013,8.833,52.891,10.387,3.788,0.5,7.55,52.943,0.0,-999.0,
2014,3.621,50.813,6.878,1.223,0.615,5.157,48.399,0.0,-999.0,
2015,5.222,62.575,8.499,2.458,1.235,7.063,54.193,0.0,-999.0,
2016,8.544,71.7,14.327,4.998,0.107,6.42,60.897,0.0,-999.0,
2017,4.328,59.215,7.194,3.039,0.093,8.591,48.829,0.0,-999.0,
2018,9.845,72.255,13.386,3.872,0.173,8.904,64.338,0.0,-999.0,
2019,5.883,63.116,10.515,4.17,0.185,7.408,57.399,0.0,-999.0,
2020,9.034,62.583,9.492,5.536,0.698,9.73,49.583,0.0,-999.0,
2021,8.086,58.372,10.391,4.097,2.244,8.372,50.716,0.0,-999.0,
