Year,Alaska,Hawaii,Midwest,Northeast,Northern Great Plains,Northwest,Southeast,Southern Great Plains,Southwest
1895,-999.0,-999.0,1677.52,1856.44,2080.89,1718.24,634.14,496.84,1201.51
1896,-999.0,-999.0,1614.56,1777.35,2386.45,1954.57,559.01,543.88,1263.82
1897,-999.0,-999.0,1864.05,1761.54,2333.42,1685.54,526.75,494.76,1262.7
1898,-999.0,-999.0,1667.2,1684.25,2313.01,1727.89,561.48,567.76,1258.09
1899,-999.0,-999.0,1907.81,1799.0,2635.87,1933.86,595.45,590.12,1272.84
1900,-999.0,-999.0,1763.55,1948.74,1924.24,1446.27,640.03,539.76,1125.07
1901,-999.0,-999.0,1762.28,1852.08,2028.75,1705.92,733.03,603.56,1247.25
1902,-999.0,-999.0,1579.54,1637.04,2128.18,1760.4,588.93,471.1,1279.9
1903,-999.0,-999.0,1520.33,1460.54,2307.33,1838.52,500.04,583.91,1317.51
1904,-999.0,-999.0,1928.54,1858.61,2278.48,1718.57,634.15,470.64,1130.94
1905,-999.0,-999.0,1652.43,1778.85,2086.08,1530.0,473.36,454.81,1229.06
1906,-999.0,-999.0,1891.18,1946.23,2335.06,1680.32,688.23,679.33,1303.3
1907,-999.0,-999.0,2000.27,2001.93,2399.56,1678.73,577.71,472.9,1211.67
1908,-999.0,-999.0,1625.98,1684.17,2154.22,1781.37,378.28,400.8,1211.86
1909,-999.0,-999.0,1942.45,1881.76,2447.11,1822.67,603.37,556.08,1394.9
1910,-999.0,-999.0,1410.86,1523.97,1640.91,1397.2,482.75,375.79,936.0
1911,-999.0,-999.0,1604.22,1815.87,2010.54,1814.66,572.57,433.04,1165.74
1912,-999.0,-999.0,1930.17,1842.81,2467.2,1787.02,635.06,734.12,1441.85
1913,-999.0,-999.0,1803.53,1637.0,2294.32,1781.13,588.59,632.1,1292.52
1914,-999.0,-999.0,1743.58,1879.43,2092.14,1471.29,708.42,611.37,1101.11
1915,-999.0,-999.0,1748.81,1835.94,2144.61,1443.96,799.73,808.91,1268.02
1916,-999.0,-999.0,1867.65,2005.85,2213.82,1759.58,647.73,494.86,1116.26
1917,-999.0,-999.0,1961.85,2031.96,2604.55,2090.18,636.62,612.07,1577.42
1918,-999.0,-999.0,1552.38,1623.17,2069.08,1744.1,478.25,465.54,1217.36
1919,-999.0,-999.0,1729.86,1686.7,2176.0,1668.17,572.66,569.13,1212.48
1920,-999.0,-999.0,1885.43,1902.41,2490.91,1928.55,681.99,596.93,1392.99
1921,-999.0,-999.0,1340.42,1315.33,2060.06,1725.37,388.12,411.74,1199.38
1922,-999.0,-999.0,1560.68,1625.04,2220.76,1963.88,508.66,547.76,1396.34
1923,-999.0,-999.0,1969.2,1947.5,2347.91,1758.02,630.89,647.13,1306.56
1924,-999.0,-999.0,1981.64,1968.8,2422.56,1642.19,768.4,754.15,1360.16
1925,-999.0,-999.0,1558.2,1713.3,1877.45,1513.22,498.32,364.88,1045.51
1926,-999.0,-999.0,2002.55,2136.45,2009.99,1346.23,808.52,714.41,1093.99
1927,-999.0,-999.0,1646.81,1776.85,2256.79,1841.83,515.1,485.2,1224.58
1928,-999.0,-999.0,1822.41,1950.63,2069.05,1537.58,680.33,539.24,1104.43
1929,-999.0,-999.0,1591.2,1622.5,2202.9,1795.85,447.6,454.16,1297.7
1930,-999.0,-999.0,1644.47,1764.49,2050.45,1575.55,627.61,552.51,1185.65
1931,-999.0,-999.0,1799.68,1734.72,2147.16,1514.75,812.6,785.3,1143.28
1932,-999.0,-999.0,1926.01,1908.88,2263.82,1685.39,700.69,642.49,1221.75
1933,-999.0,-999.0,1731.57,1745.1,2199.88,1873.95,590.1,477.87,1361.0
1934,-999.0,-999.0,1714.82,1795.5,1746.01,1145.03,636.79,535.46,802.31
1935,-999.0,-999.0,1780.83,1804.76,2375.5,1832.86,474.2,451.75,1323.4
1936,-999.0,-999.0,1686.13,1613.71,2048.4,1559.41,538.95,431.47,1053.01
1937,-999.0,-999.0,1867.99,1872.42,2176.63,1683.66,691.33,646.63,1232.76
1938,-999.0,-999.0,1468.94,1622.88,2048.16,1664.57,417.4,397.6,1239.98
1939,-999.0,-999.0,1711.78,1868.72,1946.48,1505.51,551.15,464.28,1085.59
1940,-999.0,-999.0,1999.27,2028.26,2089.28,1394.49,701.1,519.68,1027.86
1941,-999.0,-999.0,1613.44,1740.13,1999.04,1440.75,689.15,642.81,1255.46
1942,-999.0,-999.0,1485.94,1486.14,2110.61,1714.51,556.05,538.2,1324.07
1943,-999.0,-999.0,1960.72,1928.89,2317.0,1709.36,663.2,612.79,1085.86
1944,-999.0,-999.0,1854.25,1808.61,2323.66,1733.93,593.7,620.9,1370.21
1945,-999.0,-999.0,1521.25,1418.59,2232.25,1770.92,381.73,459.0,1352.46
1946,-999.0,-999.0,1369.99,1520.03,1835.69,1589.61,423.21,378.15,1090.44
1947,-999.0,-999.0,2022.42,1883.19,2288.19,1410.81,762.07,717.91,1118.42
1948,-999.0,-999.0,1675.19,1722.57,2235.39,1864.71,465.24,556.93,1348.29
1949,-999.0,-999.0,1684.62,1648.96,2025.91,1516.71,629.42,575.16,1171.53
1950,-999.0,-999.0,2067.46,1985.95,2550.34,1867.23,718.38,610.99,1195.42
1951,-999.0,-999.0,1878.04,1664.83,2493.11,1757.06,637.5,608.62,1249.6
1952,-999.0,-999.0,1768.89,1740.24,2231.12,1726.33,640.5,658.42,1344.85
1953,-999.0,-999.0,1761.87,1603.78,2306.59,1798.92,536.98,479.9,1316.49
1954,-999.0,-999.0,1803.71,1728.43,2329.25,1745.99,586.64,539.76,1126.65
1955,-999.0,-999.0,1507.69,1569.2,2238.0,2088.35,447.31,439.08,1310.54
1956,-999.0,-999.0,1856.82,2035.82,2261.46,1630.31,630.63,513.94,1171.3
1957,-999.0,-999.0,1720.74,1620.89,2212.51,1581.46,576.26,630.47,1274.54
1958,-999.0,-999.0,1712.77,1761.24,2137.66,1576.76,727.31,761.46,1312.03
1959,-999.0,-999.0,1635.32,1653.33,2156.46,1727.21,614.76,566.55,1140.7
1960,-999.0,-999.0,2053.24,1888.25,2324.53,1735.9,877.52,743.48,1104.06
1961,-999.0,-999.0,1837.42,1891.62,2144.28,1674.38,656.13,542.35,1205.15
1962,-999.0,-999.0,1741.85,1714.83,2226.9,1779.72,719.86,616.49,1254.16
1963,-999.0,-999.0,1571.03,1737.42,1985.44,1708.52,467.2,378.32,1223.1
1964,-999.0,-999.0,1627.13,1671.38,2271.89,1931.57,561.68,525.24,1398.53
1965,-999.0,-999.0,1927.35,1796.81,2495.67,1757.14,649.28,684.48,1353.54
1966,-999.0,-999.0,1795.47,1853.32,2134.91,1632.69,651.73,529.23,1074.12
1967,-999.0,-999.0,1747.44,2024.21,2255.87,1865.55,472.86,365.62,1252.95
1968,-999.0,-999.0,1568.78,1660.35,2105.45,1673.67,634.03,587.38,1248.79
