Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1950,55.468,102.544,37.145,77.196,20.894,3.28,12.254,87.957,55.632,20.589,9.632,8.791,5.298,28.772,8.949,76.388,2.182,14.501,4.585,2.061,5.84,59.742,13.103,10.413,19.327,57.417,5.201,7.681,47.556,3.08,33.363,9.734,6.016,47.418,19.334,5.847,1.924,54.805,19.541,17.486,94.538,46.492,1.266,15.144,16.389,6.692,3.057,12.563,0.024,5.433,206.202,
1951,95.871,102.519,77.251,72.457,27.588,3.857,13.512,105.62,85.242,21.581,14.33,20.258,6.577,40.972,43.947,104.803,2.399,23.659,2.738,1.992,4.039,102.347,26.587,15.7,19.439,57.139,3.767,9.826,68.068,3.025,50.786,8.863,15.676,77.914,19.398,11.731,0.127,73.872,14.748,54.625,112.651,48.68,0.517,26.891,19.835,22.842,1.597,14.803,0.035,5.433,-999.0,
1952,85.732,108.341,100.934,73.349,33.272,9.717,28.8,95.452,83.953,20.299,46.084,47.795,23.875,89.118,66.559,103.815,12.302,35.939,13.539,11.053,11.337,100.951,66.959,15.728,54.489,55.964,12.598,23.882,62.345,13.07,59.386,24.147,36.495,108.803,21.02,27.434,12.169,78.974,40.95,70.291,109.529,49.681,9.929,35.467,21.796,33.919,8.643,20.741,0.0,4.153,145.874,
1953,89.749,99.698,109.592,67.146,30.044,16.324,32.422,76.997,74.712,23.662,54.929,54.597,33.056,88.798,68.465,109.879,6.29,41.941,15.232,13.832,10.567,102.313,83.194,18.542,52.641,60.687,14.05,23.71,67.422,18.003,56.214,11.856,36.247,107.151,15.386,27.892,9.464,74.995,29.78,74.023,117.843,57.117,12.284,41.119,13.495,43.6,12.92,23.573,0.242,4.153,142.783,
1954,114.879,104.819,111.009,70.294,38.579,3.688,27.675,92.079,102.447,22.005,52.833,51.584,28.383,96.204,70.101,118.162,0.827,26.586,3.506,6.399,7.305,116.24,80.724,17.735,53.549,58.46,3.82,13.011,63.833,4.654,66.27,10.062,25.24,114.03,8.909,15.051,1.589,97.372,30.594,87.393,119.458,53.691,1.572,38.084,7.302,25.54,5.748,29.416,0.002,4.153,99.398,
1955,84.235,93.079,80.613,70.634,31.883,14.688,33.088,86.852,70.852,28.009,48.822,50.594,45.441,79.595,53.194,89.896,10.002,29.518,18.48,23.886,19.321,82.245,61.629,21.434,61.421,60.326,18.453,25.405,50.921,21.585,40.112,23.593,33.154,88.721,18.311,24.14,12.169,60.149,48.484,58.327,109.115,54.964,15.617,25.604,16.465,31.88,22.662,25.468,0.283,3.098,112.562,
1956,80.655,108.116,93.167,70.817,32.268,5.571,15.656,79.573,78.08,20.939,28.845,25.431,31.451,101.322,32.402,97.621,1.998,25.487,6.638,6.07,8.193,87.803,63.417,16.935,57.338,55.736,5.48,11.277,70.596,3.889,50.427,8.123,11.129,124.685,18.647,7.685,4.963,75.404,32.629,52.556,129.321,59.234,1.93,27.269,18.008,11.408,6.63,18.888,0.042,3.404,53.964,
1957,74.789,88.869,60.495,66.545,22.654,14.184,30.035,74.625,66.461,19.307,26.438,24.097,22.555,56.366,36.149,82.876,2.777,35.263,9.343,5.765,9.087,70.737,42.483,16.474,36.454,59.04,8.139,17.89,50.178,6.821,48.557,16.246,18.259,75.441,12.063,15.291,7.438,61.924,27.432,44.334,92.444,46.36,4.308,31.25,9.279,27.985,6.75,17.733,0.0,5.664,64.656,
1958,68.909,104.624,69.204,75.652,30.099,2.972,10.054,90.001,68.39,30.777,13.816,11.694,14.541,53.173,22.561,88.898,0.461,17.305,2.277,2.226,9.785,72.432,32.463,18.341,30.712,64.052,3.451,7.237,63.053,2.375,40.523,17.482,3.964,85.638,28.778,4.633,1.025,62.221,32.072,36.501,101.102,63.524,1.699,19.983,33.866,8.923,5.569,17.9,0.149,3.098,60.888,
1959,74.414,102.6,65.472,77.219,31.976,8.851,31.02,79.386,65.897,27.228,38.014,36.962,22.954,65.253,42.606,88.649,5.596,31.345,10.376,10.8,18.189,73.844,47.437,19.782,48.086,68.889,10.536,19.85,57.743,12.101,39.81,28.547,26.614,77.0,19.16,19.401,6.31,55.816,52.784,37.224,100.275,59.229,11.684,28.927,15.126,33.924,9.736,25.267,0.002,3.954,84.89,
