Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,0.938,0.001,0.18,0.102,0.0,0.0,-999.0,0.362,0.175,0.001,0.069,0.001,0.209,0.085,0.835,0.694,0.0,-999.0,0.0,0.002,0.12,1.733,0.081,0.124,0.197,0.0,0.0,0.003,0.006,0.008,0.038,0.125,0.0,0.09,0.0,0.0,0.0,0.016,0.124,0.137,0.619,0.004,0.011,0.015,0.022,0.006,0.152,0.0,-999.0,-999.0,-999.0,
1901,0.513,0.001,0.052,0.167,0.0,0.0,-999.0,0.717,0.847,0.001,0.0,0.0,0.007,0.015,0.002,0.556,0.0,-999.0,0.462,0.036,0.123,0.7,0.006,0.0,0.03,0.0,0.0,0.003,0.0,0.0,0.797,0.0,0.0,0.023,0.0,0.194,0.0,0.294,0.078,0.024,0.253,0.0,0.011,0.154,0.0,0.205,0.0,0.0,-999.0,-999.0,-999.0,
1902,0.262,0.0,0.828,0.184,0.047,0.0,-999.0,0.375,0.165,0.001,0.144,0.095,0.184,0.089,0.335,0.421,0.0,-999.0,0.0,0.002,0.143,0.395,0.182,0.0,0.046,0.002,0.0,0.0,0.0,0.278,0.065,0.0,0.0,0.384,0.053,0.0,0.0,0.344,0.024,0.469,0.491,0.0,0.011,0.057,0.0,0.005,0.0,0.0,-999.0,-999.0,-999.0,
1903,0.172,0.0,0.0,0.188,0.0,1.0,-999.0,0.668,0.494,0.001,0.031,0.0,0.13,0.164,0.002,0.275,0.478,-999.0,0.333,0.002,0.132,0.209,0.162,0.0,0.027,0.0,0.0,0.667,0.0,0.491,0.151,0.0,0.001,0.536,0.141,0.0,0.0,0.137,0.073,0.113,0.304,0.001,0.0,0.159,0.024,0.0,0.0,0.0,-999.0,-999.0,-999.0,
1904,0.075,0.001,0.481,0.388,0.0,0.0,-999.0,0.075,0.031,0.001,0.212,0.103,0.01,0.084,0.002,0.353,0.0,0.0,0.556,0.091,0.0,0.163,0.21,0.0,0.101,0.002,0.0,0.5,0.0,0.068,0.205,0.0,0.0,0.064,0.086,0.005,0.0,0.112,0.001,0.0,0.249,0.0,0.0,0.15,0.004,0.0,0.001,0.0,-999.0,-999.0,-999.0,
1905,0.391,0.001,0.632,0.081,0.0,0.0,-999.0,0.519,0.061,0.0,0.164,0.294,0.141,0.177,0.168,1.381,0.0,0.0,0.193,0.106,0.0,0.091,0.814,0.0,0.142,0.002,0.0,0.003,0.0,0.0,0.294,0.0,0.0,0.094,0.0,0.003,0.0,0.07,0.095,0.0,0.265,0.0,0.0,0.081,0.043,0.0,0.093,0.0,-999.0,0.755,0.0,
1906,0.575,0.0,0.5,0.363,0.0,0.0,-999.0,0.029,0.583,0.0,0.12,0.161,0.01,0.167,0.5,0.363,0.0,0.0,0.0,0.001,0.028,0.785,0.064,0.0,0.036,0.002,0.0,0.177,0.0,0.0,0.406,0.0,0.0,0.054,0.0,0.0,0.0,0.056,0.002,0.368,0.318,0.299,0.0,0.01,0.122,0.0,0.052,0.0,-999.0,1.276,-999.0,
1907,0.012,0.0,0.591,0.353,0.054,0.0,-999.0,0.293,0.201,0.0,0.016,0.095,0.078,0.0,0.002,1.507,0.0,0.0,0.0,0.001,0.0,0.351,0.081,0.076,0.041,0.002,0.0,0.0,0.0,0.0,0.178,0.0,0.033,0.234,0.18,0.0,0.0,0.116,0.001,0.072,0.397,0.002,0.0,0.143,0.0,0.0,0.213,0.0,-999.0,1.343,0.0,
1908,0.453,0.0,0.125,0.0,0.098,0.0,-999.0,0.658,0.394,0.0,0.016,0.144,0.032,0.1,0.0,0.725,0.0,0.0,0.0,0.0,0.145,0.379,0.157,0.0,0.057,0.002,0.0,0.167,0.0,0.002,0.6,0.0,0.035,1.183,0.131,0.0,0.0,0.283,0.039,0.042,0.469,0.002,0.0,0.01,0.084,0.0,0.005,0.0,-999.0,0.563,0.0,
1909,0.167,0.0,0.029,0.252,0.0,0.0,-999.0,0.813,0.233,0.0,0.031,0.144,0.27,0.17,0.167,0.702,0.014,0.0,0.333,0.2,0.204,0.752,0.136,0.039,0.054,0.002,0.0,0.001,0.0,0.1,0.036,0.0,0.033,0.151,0.194,0.0,0.0,0.225,0.065,0.037,0.213,0.0,0.0,0.01,0.08,0.0,0.039,0.0,-999.0,0.817,-999.0,
1910,0.118,0.001,0.353,0.006,0.0,0.0,-999.0,0.282,0.094,0.0,0.153,0.478,0.042,0.026,0.0,0.512,0.0,0.0,0.0,0.0,0.0,0.362,0.257,0.001,0.062,0.0,0.0,0.0,0.001,0.0,0.004,0.0,0.0,0.006,0.0,0.0,0.0,0.168,0.0,0.396,0.253,0.004,0.0,0.067,0.092,0.006,0.021,0.0,-999.0,1.058,0.0,
1911,0.243,0.0,0.473,0.228,0.077,0.0,-999.0,0.32,0.212,0.0,0.176,0.092,0.059,0.119,0.096,0.436,0.0,0.0,0.0,0.0,0.064,0.737,0.501,0.0,0.226,0.002,0.0,0.0,0.065,0.0,0.124,0.0,0.106,0.039,0.088,0.0,0.0,0.0,0.0,0.214,0.182,0.0,0.0,0.0,0.092,0.0,0.066,0.0,-999.0,1.143,0.0,
1912,0.111,0.0,0.179,0.095,0.0,0.0,-999.0,0.64,0.216,0.0,0.027,0.018,0.0,0.0,0.333,0.788,0.0,1.0,0.0,0.0,0.056,0.399,0.042,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.139,0.0,0.0,0.15,0.0,0.0,0.0,0.584,0.055,0.159,0.2,0.004,0.484,0.048,0.0,0.101,0.093,0.0,-999.0,0.235,1.0,
1913,0.444,0.0,0.441,0.253,0.0,0.0,-999.0,0.0,0.125,0.0,0.059,0.243,0.0,0.045,0.592,0.645,0.5,0.0,0.0,0.0,0.007,0.469,0.006,0.0,0.001,0.0,0.0,0.01,0.0,0.1,0.427,0.0,0.101,0.258,0.0,0.0,0.0,0.0,0.0,0.564,0.545,0.001,0.991,0.002,0.002,0.101,0.004,0.0,-999.0,0.949,0.0,
1914,0.0,0.0,0.147,0.391,0.0,0.0,-999.0,0.529,0.265,0.0,0.049,0.0,0.338,0.14,0.0,0.572,0.0,0.0,0.0,0.067,0.084,0.201,0.169,0.0,0.017,0.0,0.0,0.01,0.0,0.083,0.079,0.126,0.001,0.006,0.0,0.0,0.0,0.0,0.049,0.249,0.616,0.0,0.0,0.002,0.0,0.001,0.118,0.0,-999.0,0.563,0.0,
1915,0.486,0.0,0.414,0.345,0.0,0.0,-999.0,0.598,0.682,0.0,0.142,0.045,0.108,0.12,0.167,0.494,0.0,0.0,0.222,0.0,0.029,0.446,0.579,0.0,0.117,0.0,0.0,0.177,0.111,0.0,0.274,0.062,0.033,0.646,0.0,0.0,0.0,0.446,0.06,0.063,0.353,0.0,0.0,0.159,0.004,0.0,0.022,0.0,-999.0,3.684,0.0,
1916,0.944,0.071,0.082,0.274,0.001,1.0,-999.0,0.44,0.326,0.0,0.039,0.0,0.041,0.135,0.083,0.712,0.0,0.0,0.333,0.0,0.029,0.781,0.108,0.036,0.0,0.0,0.0,0.0,0.056,0.05,0.577,0.001,0.0,0.303,0.0,0.0,-999.0,0.51,0.034,0.091,0.144,0.0,0.0,0.006,0.0,0.003,0.004,0.0,-999.0,2.123,0.0,
1917,0.5,0.0,0.0,0.146,0.001,0.0,-999.0,0.165,0.023,0.0,0.087,0.0,0.016,0.044,0.023,0.075,0.0,0.0,0.0,0.0,0.0,0.133,0.111,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.109,0.0,0.0,-999.0,0.223,0.033,0.159,0.024,0.001,0.0,0.003,0.051,0.0,0.147,0.0,-999.0,0.476,0.0,
