Year,AL,AZ,AR,CA,CO,CT,DE,FL,GA,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,AK,HI,PR,VI
1900,49.255,53.156,83.077,41.262,42.093,10.0,-999.0,90.524,71.111,27.031,41.073,38.579,32.347,69.627,59.065,90.221,10.792,-999.0,14.531,13.601,13.001,80.921,54.72,24.467,51.36,37.151,15.006,27.413,94.423,10.213,61.007,20.094,30.266,-999.0,10.082,21.983,13.0,67.643,37.528,43.216,92.434,60.134,4.946,39.069,14.248,45.584,20.027,13.797,-999.0,-999.0,-999.0,
1901,65.467,64.654,95.992,48.136,46.735,5.0,-999.0,70.011,47.339,29.075,57.76,52.288,51.309,84.958,56.983,91.385,10.046,-999.0,11.56,14.679,20.773,81.411,81.399,21.453,57.004,43.966,13.72,14.511,94.423,8.967,36.198,17.598,28.664,-999.0,21.179,10.688,5.0,42.888,39.745,44.619,104.587,65.944,5.503,20.406,18.389,23.723,27.354,18.414,-999.0,-999.0,-999.0,
1902,89.2,58.304,72.448,42.603,41.508,0.0,-999.0,99.083,88.51,27.823,20.863,27.396,9.716,52.202,54.218,104.097,1.305,-999.0,2.314,2.773,4.756,90.159,33.535,9.415,22.732,48.473,1.354,6.725,90.835,1.293,47.719,7.765,17.446,-999.0,20.912,2.222,2.0,62.614,15.075,48.732,112.307,60.801,0.0,24.164,16.715,10.647,4.368,6.194,-999.0,-999.0,-999.0,
1903,65.157,65.799,58.157,52.911,33.455,2.0,-999.0,68.248,60.515,22.078,21.903,27.563,10.585,48.863,43.662,83.511,3.882,-999.0,5.74,3.049,2.108,77.28,31.396,8.832,20.432,45.029,5.038,10.645,78.767,2.372,34.764,9.314,19.872,70.158,12.547,4.452,5.0,45.978,13.284,44.689,82.597,58.146,3.503,16.059,15.205,16.216,5.023,7.347,-999.0,-999.0,-999.0,
1904,87.268,58.278,62.684,58.571,23.352,1.0,-999.0,81.452,78.379,30.612,13.465,15.101,8.633,38.777,40.002,100.044,0.713,0.0,3.686,2.763,2.967,88.372,20.047,10.78,19.114,52.486,3.053,7.077,84.19,2.321,33.684,5.472,9.476,77.351,24.299,2.968,1.0,44.524,16.033,37.171,105.546,51.507,3.009,13.624,24.566,12.003,4.347,9.186,-999.0,-999.0,-999.0,
1905,68.665,59.937,61.264,53.61,33.703,2.0,-999.0,97.651,76.358,31.506,24.954,18.708,18.325,59.724,36.327,102.848,2.645,0.0,7.917,4.022,7.156,78.757,29.096,15.826,29.214,51.361,7.697,9.643,63.975,3.209,33.338,7.965,11.668,86.599,18.779,5.019,2.0,41.477,20.259,33.25,104.383,55.468,5.01,13.841,19.757,12.355,7.685,4.598,0.0,-999.0,-999.0,
1906,60.447,47.237,64.414,63.61,25.246,0.0,-999.0,81.523,71.632,29.741,38.14,30.912,22.478,46.46,36.962,104.388,3.558,0.0,4.822,8.551,10.042,83.201,34.255,17.791,30.809,55.801,8.024,11.398,60.077,4.24,38.067,19.548,18.888,53.717,28.514,4.61,1.0,40.91,20.645,36.128,96.642,45.928,11.85,19.672,28.659,15.739,9.505,5.875,0.0,-999.0,-999.0,
1907,66.188,45.556,76.873,39.034,31.505,1.0,-999.0,102.819,77.067,16.547,18.374,16.371,13.442,67.842,38.953,99.798,4.021,0.0,7.647,2.823,3.817,85.453,40.089,6.091,40.349,38.579,7.377,6.965,71.09,4.898,36.223,6.818,6.51,-999.0,14.341,2.096,0.0,49.737,13.488,46.744,111.483,40.943,6.786,13.937,17.782,5.665,3.17,7.152,0.0,-999.0,-999.0,
1908,76.127,48.473,67.348,55.893,32.309,2.0,-999.0,87.955,76.816,31.162,39.047,49.508,18.016,55.526,48.506,80.724,7.947,4.0,10.119,10.922,10.133,78.127,43.554,20.911,36.321,50.939,13.374,17.481,67.816,8.245,37.291,15.48,31.347,81.462,26.694,13.323,3.0,39.992,25.765,41.525,103.514,44.824,10.838,22.225,27.599,29.461,13.641,5.875,0.0,-999.0,-999.0,
1909,66.049,54.562,86.543,54.69,35.539,2.0,-999.0,89.621,60.12,29.159,30.501,23.008,22.827,65.7,39.29,98.093,7.465,0.0,11.394,6.57,7.698,88.358,53.442,15.523,42.427,53.43,9.37,15.581,74.863,5.604,28.591,13.512,8.315,115.371,12.607,5.648,6.0,39.484,26.218,41.557,122.49,43.066,12.113,17.78,15.423,13.069,11.554,12.65,0.0,-999.0,-999.0,
1910,49.341,76.538,63.873,63.868,42.683,3.0,-999.0,75.21,66.562,27.733,31.18,24.293,33.678,66.818,32.337,103.322,2.913,1.0,6.033,9.668,24.746,79.418,34.719,20.584,47.687,53.379,5.988,13.32,83.949,4.797,35.266,26.059,18.86,117.985,16.443,4.883,3.0,43.851,35.614,25.862,127.219,58.76,2.49,21.947,20.266,16.607,27.898,10.982,0.0,-999.0,-999.0,
